"","gisjoin","year","diff","male","female"
"49054","G1600450",2010,-0.005,8283,8436
"49055","G1600470",2010,0.017,7999,7465
"49056","G1600490",2010,0.022,8492,7775
"49057","G1600510",2010,0.002,13114,13026
"49058","G1600530",2010,0.011,11429,10945
"49059","G1600550",2010,-0.007,68257,70237
"49060","G1600570",2010,0.015,19163,18081
"49061","G1600590",2010,0.01,4049,3887
"49062","G1600610",2010,0.001,1916,1905
"49063","G1600630",2010,0.017,2691,2517
"49064","G1600650",2010,-0.016,18186,19350
"49065","G1600670",2010,0.006,10154,9915
"49066","G1600690",2010,-0.004,19468,19797
"49067","G1600710",2010,0.011,2191,2095
"49068","G1600730",2010,0.011,5895,5631
"49069","G1600750",2010,-0.005,11191,11432
"49070","G1600770",2010,0.015,4025,3792
"49071","G1600790",2010,0.003,6424,6341
"49072","G1600810",2010,0.023,5321,4849
"49073","G1600830",2010,-0.006,38115,39115
"49074","G1600850",2010,0.018,5107,4755
"49075","G1600870",2010,-0.008,5017,5181
"49076","G1700010",2010,-0.013,32667,34436
"49077","G1700030",2010,0.008,4182,4056
"49078","G1700050",2010,0.023,9284,8484
"49079","G1700070",2010,0,27059,27106
"49080","G1700090",2010,0.141,4450,2487
"49081","G1700110",2010,-0.011,17119,17859
"49082","G1700130",2010,-0.003,2528,2561
"49083","G1700150",2010,0.001,7708,7679
"49084","G1700170",2010,0.001,6838,6804
"49085","G1700190",2010,-0.001,100390,100691
"49086","G1700210",2010,0.007,17654,17146
"49087","G1700230",2010,-0.013,7962,8373
"49088","G1700250",2010,-0.009,6781,7034
"49089","G1700270",2010,0.017,19529,18233
"49090","G1700290",2010,-0.018,25958,27915
"49091","G1700310",2010,-0.016,2514314,2680361
"49092","G1700330",2010,0.019,10287,9530
"49093","G1700350",2010,-0.001,5517,5531
"49094","G1700370",2010,0,52530,52630
"49095","G1700390",2010,-0.005,8201,8360
"49096","G1700410",2010,-0.007,9847,10133
"49097","G1700430",2010,-0.01,449351,467573
"49098","G1700450",2010,-0.015,9008,9568
"49099","G1700470",2010,-0.006,3318,3403
"49100","G1700490",2010,-0.003,17009,17233
"49101","G1700510",2010,0.026,11644,10496
"49102","G1700530",2010,-0.013,6854,7227
"49103","G1700550",2010,-0.011,19342,20219
"49104","G1700570",2010,0.017,19153,17916
"49105","G1700590",2010,-0.013,2724,2865
"49106","G1700610",2010,0.005,7014,6872
"49107","G1700630",2010,-0.001,24977,25086
"49108","G1700650",2010,-0.012,4131,4326
"49109","G1700670",2010,-0.008,9390,9714
"49110","G1700690",2010,-0.003,2147,2173
"49111","G1700710",2010,-0.007,3614,3717
"49112","G1700730",2010,-0.003,25112,25374
"49113","G1700750",2010,-0.011,14519,15199
"49114","G1700770",2010,0.009,30676,29542
"49115","G1700790",2010,-0.002,4832,4866
"49116","G1700810",2010,0.014,19945,18882
"49117","G1700830",2010,-0.01,11255,11730
"49118","G1700850",2010,0.002,11377,11301
"49119","G1700870",2010,0.058,7018,5564
"49120","G1700890",2010,-0.002,256815,258454
"49121","G1700910",2010,-0.009,55731,57718
"49122","G1700930",2010,-0.005,56821,57915
"49123","G1700950",2010,0.002,26582,26337
"49124","G1700970",2010,-0.001,351119,352343
"49125","G1700990",2010,-0.001,56872,57052
"49126","G1701010",2010,0.06,9423,7410
"49127","G1701030",2010,0.025,18910,17121
"49128","G1701050",2010,0.001,19526,19424
"49129","G1701070",2010,0.007,15368,14937
"49130","G1701090",2010,0.001,16330,16282
"49131","G1701110",2010,-0.001,153936,154824
"49132","G1701130",2010,-0.014,82329,87243
"49133","G1701150",2010,-0.022,52950,57818
"49134","G1701170",2010,-0.007,23548,24217
"49135","G1701190",2010,-0.011,131578,137704
"49136","G1701210",2010,-0.014,19181,20256
"49137","G1701230",2010,-0.007,6226,6414
"49138","G1701250",2010,-0.009,7198,7468
"49139","G1701270",2010,-0.022,7374,8055
"49140","G1701290",2010,-0.013,6181,6524
"49141","G1701310",2010,-0.006,8125,8309
"49142","G1701330",2010,-0.006,16282,16675
"49143","G1701350",2010,0.023,15745,14359
"49144","G1701370",2010,0.002,17861,17686
"49145","G1701390",2010,-0.014,7212,7634
"49146","G1701410",2010,-0.004,26523,26974
"49147","G1701430",2010,-0.016,90247,96247
"49148","G1701450",2010,0.042,12114,10236
"49149","G1701470",2010,-0.006,8271,8458
"49150","G1701490",2010,-0.001,8198,8232
"49151","G1701510",2010,0.027,2356,2114
"49152","G1701530",2010,-0.022,2943,3218
"49153","G1701550",2010,0.005,3035,2971
"49154","G1701570",2010,0.049,18378,15098
"49155","G1701590",2010,-0.01,7957,8276
"49156","G1701610",2010,-0.009,72375,75171
"49157","G1701630",2010,-0.019,129976,140080
"49158","G1701650",2010,-0.012,12170,12743
"49159","G1701670",2010,-0.02,94780,102685
"49160","G1701690",2010,0.021,3933,3611
"49161","G1701710",2010,-0.011,2619,2736
"49162","G1701730",2010,-0.002,11138,11225
"49163","G1701750",2010,-0.012,2923,3071
"49164","G1701770",2010,-0.015,23146,24565
"49165","G1701790",2010,-0.007,66719,68675
"49166","G1701810",2010,-0.001,8882,8926
"49167","G1701830",2010,-0.004,40470,41155
"49168","G1701850",2010,-0.011,5846,6101
"49169","G1701870",2010,-0.014,8601,9106
"49170","G1701890",2010,0.001,7373,7343
"49171","G1701910",2010,-0.007,8258,8502
"49172","G1701930",2010,-0.017,7085,7580
"49173","G1701950",2010,-0.009,28715,29783
"49174","G1701970",2010,-0.003,336556,341004
"49175","G1701990",2010,-0.005,32824,33533
"49176","G1702010",2010,-0.011,144327,150939
"49177","G1702030",2010,-0.006,19100,19564
"49178","G1800010",2010,-0.006,16999,17388
"49179","G1800030",2010,-0.013,173221,182108
"49180","G1800050",2010,-0.006,37936,38858
"49181","G1800070",2010,-0.005,4385,4469
"49182","G1800090",2010,-0.007,6292,6474
"49183","G1800110",2010,-0.008,27864,28776
"49184","G1800130",2010,-0.004,7565,7677
"49185","G1800150",2010,0.001,10100,10055
"49186","G1800170",2010,0,19478,19488
"49187","G1800190",2010,-0.01,53979,56253
"49188","G1800210",2010,-0.008,13234,13656
"49189","G1800230",2010,-0.006,16426,16798
"49190","G1800250",2010,0.007,5436,5277
"49191","G1800270",2010,-0.002,15770,15878
"49192","G1800290",2010,-0.003,24870,25177
"49193","G1800310",2010,-0.005,12750,12990
"49194","G1800330",2010,-0.004,20942,21281
"49195","G1800350",2010,-0.019,56606,61065
"49196","G1800370",2010,-0.008,20625,21264
"49197","G1800390",2010,-0.007,97458,100101
"49198","G1800410",2010,-0.01,11891,12386
"49199","G1800430",2010,-0.015,36136,38442
"49200","G1800450",2010,-0.005,8534,8706
"49201","G1800470",2010,0,11540,11547
"49202","G1800490",2010,-0.003,10359,10477
"49203","G1800510",2010,-0.005,16576,16927
"49204","G1800530",2010,-0.019,33687,36374
"49205","G1800550",2010,-0.001,16557,16608
"49206","G1800570",2010,-0.012,133988,140581
"49207","G1800590",2010,-0.009,34386,35616
"49208","G1800610",2010,0,19680,19684
"49209","G1800630",2010,-0.002,72494,72954
"49210","G1800650",2010,0.007,25087,24375
"49211","G1800670",2010,-0.019,39787,42965
"49212","G1800690",2010,-0.009,18239,18885
"49213","G1800710",2010,-0.002,21093,21283
"49214","G1800730",2010,-0.002,16666,16812
"49215","G1800750",2010,-0.007,10486,10767
"49216","G1800770",2010,-0.018,15634,16794
"49217","G1800790",2010,0.001,14288,14237
"49218","G1800810",2010,-0.008,68697,70957
"49219","G1800830",2010,0.003,19338,19102
"49220","G1800850",2010,-0.003,38466,38892
"49221","G1800870",2010,0.004,18728,18400
"49222","G1800890",2010,-0.017,239383,256622
"49223","G1800910",2010,0.017,57641,53826
"49224","G1800930",2010,-0.006,22803,23331
"49225","G1800950",2010,0,65766,65870
"49226","G1800970",2010,-0.018,435687,467706
"49227","G1800990",2010,-0.005,23282,23769
"49228","G1801010",2010,0.005,5223,5111
"49229","G1801030",2010,0.033,19687,17216
"49230","G1801050",2010,-0.001,68840,69134
"49231","G1801070",2010,0.004,19205,18919
"49232","G1801090",2010,-0.004,34164,34730
"49233","G1801110",2010,0.005,7194,7050
"49234","G1801130",2010,0,23785,23751
"49235","G1801150",2010,-0.005,3033,3095
"49236","G1801170",2010,-0.003,9861,9979
"49237","G1801190",2010,0.001,10818,10757
"49238","G1801210",2010,-0.032,8123,9216
"49239","G1801230",2010,0.03,10249,9089
"49240","G1801250",2010,0,6419,6426
"49241","G1801270",2010,-0.009,80764,83579
"49242","G1801290",2010,-0.002,12893,13017
"49243","G1801310",2010,0.005,6767,6635
"49244","G1801330",2010,0.028,20051,17912
"49245","G1801350",2010,-0.007,12910,13261
"49246","G1801370",2010,-0.007,14215,14603
"49247","G1801390",2010,-0.007,8577,8815
"49248","G1801410",2010,-0.015,129412,137519
"49249","G1801430",2010,-0.006,11951,12230
"49250","G1801450",2010,-0.004,22020,22416
"49251","G1801470",2010,0.003,10542,10410
"49252","G1801490",2010,-0.006,11536,11827
"49253","G1801510",2010,0.005,17250,16935
"49254","G1801530",2010,0.043,11668,9807
"49255","G1801550",2010,0.01,5412,5201
"49256","G1801570",2010,0.01,88040,84740
"49257","G1801590",2010,-0.008,7846,8090
"49258","G1801610",2010,-0.006,3714,3802
"49259","G1801630",2010,-0.018,86671,93032
"49260","G1801650",2010,-0.005,8021,8191
"49261","G1801670",2010,0.006,54545,53303
"49262","G1801690",2010,-0.014,15974,16914
"49263","G1801710",2010,0.002,4269,4239
"49264","G1801730",2010,-0.007,29402,30287
"49265","G1801750",2010,-0.001,14113,14149
"49266","G1801770",2010,-0.014,33463,35454
"49267","G1801790",2010,-0.008,13602,14034
"49268","G1801810",2010,-0.008,12120,12523
"49269","G1801830",2010,-0.003,16553,16739
"49270","G1900010",2010,-0.004,3807,3875
"49271","G1900030",2010,-0.005,1994,2035
"49272","G1900050",2010,0.01,7310,7020
"49273","G1900070",2010,-0.013,6271,6616
"49274","G1900090",2010,-0.017,2957,3162
"49275","G1900110",2010,0,13027,13049
"49276","G1900130",2010,-0.014,63708,67382
"49277","G1900150",2010,0.002,13202,13104
"49278","G1900170",2010,-0.011,11869,12407
"49279","G1900190",2010,-0.004,10401,10557
"49280","G1900210",2010,0.001,10142,10118
"49281","G1900230",2010,-0.006,7337,7530
"49282","G1900250",2010,-0.014,4697,4973
"49283","G1900270",2010,-0.013,10141,10675
"49284","G1900290",2010,-0.011,6819,7137
"49285","G1900310",2010,-0.005,9151,9348
"49286","G1900330",2010,-0.012,21542,22609
"49287","G1900350",2010,-0.007,5954,6118
"49288","G1900370",2010,0.003,6255,6184
"49289","G1900390",2010,-0.002,4626,4660
"49290","G1900410",2010,-0.01,8171,8496
"49291","G1900430",2010,0.001,9079,9050
"49292","G1900450",2010,-0.008,24165,24951
"49293","G1900470",2010,0.008,8685,8411
"49294","G1900490",2010,-0.011,32349,33786
"49295","G1900510",2010,-0.004,4340,4413
"49296","G1900530",2010,0.001,4238,4219
"49297","G1900550",2010,0,8875,8889
"49298","G1900570",2010,-0.014,19600,20725
"49299","G1900590",2010,-0.004,8260,8407
"49300","G1900610",2010,-0.007,46132,47521
"49301","G1900630",2010,-0.001,5143,5159
"49302","G1900650",2010,0,10432,10448
"49303","G1900670",2010,-0.01,7989,8314
"49304","G1900690",2010,0.004,5380,5300
"49305","G1900710",2010,-0.003,3695,3746
"49306","G1900730",2010,-0.006,4613,4723
"49307","G1900750",2010,-0.006,6156,6297
"49308","G1900770",2010,-0.003,5443,5511
"49309","G1900790",2010,-0.003,7792,7881
"49310","G1900810",2010,-0.001,5656,5685
"49311","G1900830",2010,-0.003,8717,8817
"49312","G1900850",2010,-0.008,7348,7580
"49313","G1900870",2010,0.012,10310,9835
"49314","G1900890",2010,-0.004,4746,4820
"49315","G1900910",2010,-0.006,4847,4968
"49316","G1900930",2010,-0.001,3539,3550
"49317","G1900950",2010,-0.007,8069,8286
"49318","G1900970",2010,-0.004,9846,10002
"49319","G1900990",2010,0.009,18764,18078
"49320","G1901010",2010,0.034,8997,7846
"49321","G1901030",2010,0,65462,65420
"49322","G1901050",2010,0.019,10713,9925
"49323","G1901070",2010,-0.003,5226,5285
"49324","G1901090",2010,-0.004,7708,7835
"49325","G1901110",2010,0.006,18131,17731
"49326","G1901130",2010,-0.008,103950,107276
"49327","G1901150",2010,0.009,5793,5594
"49328","G1901170",2010,-0.002,4432,4466
"49329","G1901190",2010,-0.001,5783,5798
"49330","G1901210",2010,-0.003,7797,7882
"49331","G1901230",2010,0.003,11252,11129
"49332","G1901250",2010,-0.003,16541,16768
"49333","G1901270",2010,0.003,20428,20220
"49334","G1901290",2010,0.003,7572,7487
"49335","G1901310",2010,-0.007,5309,5467
"49336","G1901330",2010,-0.011,4516,4727
"49337","G1901350",2010,-0.001,3976,3994
"49338","G1901370",2010,-0.015,5209,5531
"49339","G1901390",2010,-0.003,21227,21518
"49340","G1901410",2010,-0.002,7166,7232
"49341","G1901430",2010,0.002,3243,3219
"49342","G1901450",2010,0.019,8261,7671
"49343","G1901470",2010,-0.003,4678,4743
"49344","G1901490",2010,-0.005,12373,12613
"49345","G1901510",2010,-0.003,3633,3677
"49346","G1901530",2010,-0.01,211171,219469
"49347","G1901550",2010,-0.01,45690,47468
"49348","G1901570",2010,-0.011,9257,9657
"49349","G1901590",2010,-0.014,2492,2639
"49350","G1901610",2010,-0.011,5064,5286
"49351","G1901630",2010,-0.01,80977,84247
"49352","G1901650",2010,-0.012,5942,6225
"49353","G1901670",2010,-0.001,16831,16873
"49354","G1901690",2010,0.018,46412,43130
"49355","G1901710",2010,-0.009,8731,9036
"49356","G1901730",2010,-0.002,3147,3170
"49357","G1901750",2010,-0.013,6106,6428
"49358","G1901770",2010,0.003,3806,3764
"49359","G1901790",2010,-0.011,17422,18203
"49360","G1901810",2010,-0.013,22507,23718
"49361","G1901830",2010,-0.01,10626,11078
"49362","G1901850",2010,-0.013,3118,3285
"49363","G1901870",2010,0.012,19467,18546
"49364","G1901890",2010,-0.005,5383,5483
"49365","G1901910",2010,-0.004,10450,10606
"49366","G1901930",2010,-0.007,50394,51778
"49367","G1901950",2010,-0.002,3786,3812
"49368","G1901970",2010,-0.003,6575,6654
"49369","G2000010",2010,-0.012,6525,6846
"49370","G2000030",2010,-0.005,4013,4089
"49371","G2000050",2010,-0.013,8236,8688
"49372","G2000070",2010,0.004,2451,2410
"49373","G2000090",2010,-0.009,13589,14085
"49374","G2000110",2010,-0.01,7430,7743
"49375","G2000130",2010,-0.013,4867,5117
"49376","G2000150",2010,0.004,33178,32702
"49377","G2000170",2010,0.01,1422,1368
"49378","G2000190",2010,0.007,1861,1808
"49379","G2000210",2010,-0.003,10740,10863
"49380","G2000230",2010,0.004,1375,1351
"49381","G2000250",2010,-0.015,1074,1141
"49382","G2000270",2010,-0.005,4225,4310
"49383","G2000290",2010,-0.011,4657,4876
"49384","G2000310",2010,-0.006,4252,4349
"49385","G2000330",2010,-0.018,911,980
"49386","G2000350",2010,-0.001,18111,18200
"49387","G2000370",2010,-0.004,19421,19713
"49388","G2000390",2010,0.001,1483,1478
"49389","G2000410",2010,-0.007,9732,10022
"49390","G2000430",2010,0.004,4006,3939
"49391","G2000450",2010,0.001,55573,55253
"49392","G2000470",2010,-0.002,1511,1526
"49393","G2000490",2010,-0.005,1428,1454
"49394","G2000510",2010,-0.003,14151,14301
"49395","G2000530",2010,0.062,3649,2848
"49396","G2000550",2010,0.002,18452,18324
"49397","G2000570",2010,0.016,17470,16378
"49398","G2000590",2010,-0.005,12873,13119
"49399","G2000610",2010,-0.005,16994,17368
"49400","G2000630",2010,0,1348,1347
"49401","G2000650",2010,-0.011,1270,1327
"49402","G2000670",2010,0.011,4000,3829
"49403","G2000690",2010,-0.009,2950,3056
"49404","G2000710",2010,-0.023,595,652
"49405","G2000730",2010,-0.007,3301,3388
"49406","G2000750",2010,0.007,1364,1326
"49407","G2000770",2010,-0.005,2985,3049
"49408","G2000790",2010,-0.012,16937,17747
"49409","G2000810",2010,0,2130,2126
"49410","G2000830",2010,0,958,958
"49411","G2000850",2010,0.001,6744,6718
"49412","G2000870",2010,0.007,9698,9428
"49413","G2000890",2010,0.012,1574,1503
"49414","G2000910",2010,-0.012,265733,278446
"49415","G2000930",2010,0.008,2021,1956
"49416","G2000950",2010,-0.004,3898,3960
"49417","G2000970",2010,-0.008,1257,1296
"49418","G2000990",2010,-0.005,10697,10910
"49419","G2001010",2010,-0.011,856,894
"49420","G2001030",2010,0.031,40466,35761
"49421","G2001050",2010,-0.001,1618,1623
"49422","G2001070",2010,0.001,4842,4814
"49423","G2001090",2010,-0.005,1363,1393
"49424","G2001110",2010,-0.011,16489,17201
"49425","G2001130",2010,-0.009,14334,14846
"49426","G2001150",2010,0.003,6372,6288
"49427","G2001170",2010,-0.005,5003,5114
"49428","G2001190",2010,0.008,2324,2251
"49429","G2001210",2010,-0.006,16201,16586
"49430","G2001230",2010,0.005,3218,3155
"49431","G2001250",2010,-0.009,17404,18067
"49432","G2001270",2010,-0.001,2955,2968
"49433","G2001290",2010,-0.014,1572,1661
"49434","G2001310",2010,0.006,5145,5033
"49435","G2001330",2010,-0.006,8151,8361
"49436","G2001350",2010,0.002,1559,1548
"49437","G2001370",2010,0.059,3170,2501
"49438","G2001390",2010,-0.003,8098,8197
"49439","G2001410",2010,-0.003,1918,1940
"49440","G2001430",2010,0.016,3144,2947
"49441","G2001450",2010,0.055,3870,3103
"49442","G2001470",2010,-0.005,2794,2848
"49443","G2001490",2010,-0.004,10716,10888
"49444","G2001510",2010,-0.007,4761,4895
"49445","G2001530",2010,-0.002,1255,1264
"49446","G2001550",2010,0.001,32315,32196
"49447","G2001570",2010,-0.009,2447,2533
"49448","G2001590",2010,0.002,5066,5017
"49449","G2001610",2010,0.021,37040,34075
"49450","G2001630",2010,-0.011,2533,2648
"49451","G2001650",2010,-0.007,1630,1677
"49452","G2001670",2010,-0.006,3443,3527
"49453","G2001690",2010,-0.002,27675,27931
"49454","G2001710",2010,0.004,2487,2449
"49455","G2001730",2010,-0.006,246042,252323
"49456","G2001750",2010,0.015,11830,11122
"49457","G2001770",2010,-0.017,85996,91938
"49458","G2001790",2010,0.009,1300,1256
"49459","G2001810",2010,0,3005,3005
"49460","G2001830",2010,-0.01,1889,1964
"49461","G2001850",2010,-0.002,2211,2226
"49462","G2001870",2010,0.011,1141,1094
"49463","G2001890",2010,-0.004,2840,2884
"49464","G2001910",2010,-0.001,12039,12093
"49465","G2001930",2010,-0.008,3884,4016
"49466","G2001950",2010,-0.006,1481,1520
"49467","G2001970",2010,0.009,3593,3460
"49468","G2001990",2010,0,742,743
"49469","G2002010",2010,0.007,2939,2860
"49470","G2002030",2010,0.012,1143,1091
"49471","G2002050",2010,-0.009,4622,4787
"49472","G2002070",2010,0,1655,1654
"49473","G2002090",2010,-0.007,77702,79803
"49474","G2100010",2010,-0.006,9208,9448
"49475","G2100030",2010,-0.009,9805,10151
"49476","G2100050",2010,-0.011,10468,10953
"49477","G2100070",2010,-0.003,4096,4153
"49478","G2100090",2010,-0.015,20464,21709
"49479","G2100110",2010,-0.004,5751,5840
"49480","G2100130",2010,-0.014,13937,14754
"49481","G2100150",2010,-0.005,58782,60029
"49482","G2100170",2010,-0.013,9742,10243
"49483","G2100190",2010,-0.003,24622,24920
"49484","G2100210",2010,-0.013,13833,14599
"49485","G2100230",2010,-0.002,4228,4260
"49486","G2100250",2010,0,6934,6944
"49487","G2100270",2010,-0.001,10000,10059
"49488","G2100290",2010,-0.005,36782,37537
"49489","G2100310",2010,0.001,6358,6332
"49490","G2100330",2010,-0.018,6258,6726
"49491","G2100350",2010,-0.018,17925,19266
"49492","G2100370",2010,-0.01,44269,46067
"49493","G2100390",2010,-0.012,2492,2612
"49494","G2100410",2010,0.009,5506,5305
"49495","G2100430",2010,-0.002,13803,13917
"49496","G2100450",2010,-0.012,7787,8168
"49497","G2100470",2010,0.007,37482,36473
"49498","G2100490",2010,-0.012,17394,18219
"49499","G2100510",2010,0.034,11611,10119
"49500","G2100530",2010,0,5138,5134
"49501","G2100550",2010,-0.001,4646,4669
"49502","G2100570",2010,-0.009,3366,3490
"49503","G2100590",2010,-0.015,46912,49744
"49504","G2100610",2010,-0.001,6071,6090
"49505","G2100630",2010,0.06,4401,3451
"49506","G2100650",2010,-0.007,7233,7439
"49507","G2100670",2010,-0.008,145591,150212
"49508","G2100690",2010,-0.009,7041,7307
"49509","G2100710",2010,-0.011,19295,20156
"49510","G2100730",2010,-0.016,23876,25409
"49511","G2100750",2010,-0.004,3381,3432
"49512","G2100770",2010,0.002,4308,4281
"49513","G2100790",2010,-0.007,8343,8569
"49514","G2100810",2010,-0.001,12301,12361
"49515","G2100830",2010,-0.01,18207,18914
"49516","G2100850",2010,0.007,13052,12694
"49517","G2100870",2010,-0.007,5548,5710
"49518","G2100890",2010,-0.016,17860,19050
"49519","G2100910",2010,0.005,4328,4237
"49520","G2100930",2010,-0.001,52663,52880
"49521","G2100950",2010,-0.013,14273,15005
"49522","G2100970",2010,-0.011,9216,9630
"49523","G2100990",2010,-0.005,9001,9198
"49524","G2101010",2010,-0.017,22317,23933
"49525","G2101030",2010,-0.007,7596,7820
"49526","G2101050",2010,-0.022,2345,2557
"49527","G2101070",2010,-0.014,22805,24115
"49528","G2101090",2010,-0.003,6711,6783
"49529","G2101110",2010,-0.017,357699,383397
"49530","G2101130",2010,-0.013,23668,24918
"49531","G2101150",2010,-0.008,11484,11872
"49532","G2101170",2010,-0.006,78915,80805
"49533","G2101190",2010,-0.002,8148,8198
"49534","G2101210",2010,-0.013,15516,16367
"49535","G2101230",2010,-0.004,7038,7155
"49536","G2101250",2010,-0.01,28849,30000
"49537","G2101270",2010,-0.006,7836,8024
"49538","G2101290",2010,0.048,4325,3562
"49539","G2101310",2010,-0.005,5600,5710
"49540","G2101330",2010,-0.007,12081,12438
"49541","G2101350",2010,-0.001,6920,6950
"49542","G2101370",2010,-0.006,12218,12524
"49543","G2101390",2010,-0.01,4666,4853
"49544","G2101410",2010,-0.011,13130,13705
"49545","G2101430",2010,0.051,4579,3735
"49546","G2101450",2010,-0.02,31440,34125
"49547","G2101470",2010,0.043,9948,8358
"49548","G2101490",2010,-0.009,4676,4855
"49549","G2101510",2010,-0.014,40264,42652
"49550","G2101530",2010,0.001,6676,6657
"49551","G2101550",2010,0.017,10242,9578
"49552","G2101570",2010,-0.008,15466,15982
"49553","G2101590",2010,0.053,7150,5779
"49554","G2101610",2010,-0.018,8434,9056
"49555","G2101630",2010,0.001,14341,14261
"49556","G2101650",2010,-0.001,3147,3159
"49557","G2101670",2010,-0.012,10407,10924
"49558","G2101690",2010,-0.004,5008,5091
"49559","G2101710",2010,-0.005,5425,5538
"49560","G2101730",2010,-0.012,12941,13558
"49561","G2101750",2010,0.067,7889,6034
"49562","G2101770",2010,0.005,15909,15590
"49563","G2101790",2010,-0.008,21368,22069
"49564","G2101810",2010,-0.003,3546,3589
"49565","G2101830",2010,0,11912,11930
"49566","G2101850",2010,0.026,31737,28579
"49567","G2101870",2010,-0.003,5385,5456
"49568","G2101890",2010,-0.005,2356,2399
"49569","G2101910",2010,0.001,7446,7431
"49570","G2101930",2010,-0.005,14206,14506
"49571","G2101950",2010,-0.01,31867,33157
"49572","G2101970",2010,-0.003,6270,6343
"49573","G2101990",2010,-0.012,30781,32282
"49574","G2102010",2010,0.003,1147,1135
"49575","G2102030",2010,-0.009,8378,8678
"49576","G2102050",2010,-0.014,11342,11991
"49577","G2102070",2010,-0.011,8595,8970
"49578","G2102090",2010,-0.007,23254,23919
"49579","G2102110",2010,-0.019,20243,21831
"49580","G2102130",2010,-0.011,8472,8855
"49581","G2102150",2010,0.008,8659,8402
"49582","G2102170",2010,-0.017,11850,12662
"49583","G2102190",2010,-0.006,6152,6308
"49584","G2102210",2010,-0.009,7039,7300
"49585","G2102230",2010,0.009,4483,4326
"49586","G2102250",2010,0.011,7670,7337
"49587","G2102270",2010,-0.011,55696,58096
"49588","G2102290",2010,-0.01,5736,5981
"49589","G2102310",2010,-0.005,10295,10518
"49590","G2102330",2010,-0.003,6765,6856
"49591","G2102350",2010,-0.014,17328,18309
"49592","G2102370",2010,-0.009,3608,3747
"49593","G2102390",2010,-0.02,11969,12970
"49594","G2200010",2010,-0.012,30161,31612
"49595","G2200030",2010,0.062,14490,11274
"49596","G2200050",2010,-0.006,52947,54268
"49597","G2200070",2010,-0.011,11456,11965
"49598","G2200090",2010,0.001,21097,20976
"49599","G2200110",2010,0.01,18170,17484
"49600","G2200130",2010,-0.018,6921,7432
"49601","G2200150",2010,-0.008,57511,59468
"49602","G2200170",2010,-0.025,121191,133778
"49603","G2200190",2010,-0.012,94038,98730
"49604","G2200210",2010,0.012,5188,4944
"49605","G2200230",2010,-0.004,3395,3444
"49606","G2200250",2010,0.029,5505,4902
"49607","G2200270",2010,0.059,9611,7584
"49608","G2200290",2010,0.003,10474,10348
"49609","G2200310",2010,-0.017,12862,13794
"49610","G2200330",2010,-0.02,211488,228683
"49611","G2200350",2010,0.035,4154,3605
"49612","G2200370",2010,0.038,10898,9369
"49613","G2200390",2010,0.004,17115,16869
"49614","G2200410",2010,-0.015,10072,10695
"49615","G2200430",2010,0.06,12491,9818
"49616","G2200450",2010,-0.012,35756,37484
"49617","G2200470",2010,0.01,17020,16367
"49618","G2200490",2010,0.008,8273,8001
"49619","G2200510",2010,-0.014,210008,222544
"49620","G2200530",2010,-0.01,15467,16127
"49621","G2200550",2010,-0.012,108156,113422
"49622","G2200570",2010,-0.009,47324,48994
"49623","G2200590",2010,0.015,7665,7225
"49624","G2200610",2010,-0.012,22820,23915
"49625","G2200630",2010,-0.005,63372,64654
"49626","G2200650",2010,-0.005,5986,6107
"49627","G2200670",2010,-0.021,13397,14582
"49628","G2200690",2010,-0.023,18861,20705
"49629","G2200710",2010,-0.016,166248,177581
"49630","G2200730",2010,-0.022,73530,80190
"49631","G2200750",2010,0.002,11558,11484
"49632","G2200770",2010,-0.015,11061,11741
"49633","G2200790",2010,-0.018,63481,68132
"49634","G2200810",2010,-0.022,4350,4741
"49635","G2200830",2010,-0.018,9984,10741
"49636","G2200850",2010,-0.004,12009,12224
"49637","G2200870",2010,0.006,18162,17735
"49638","G2200890",2010,-0.006,26085,26695
"49639","G2200910",2010,-0.007,5521,5682
"49640","G2200930",2010,-0.011,10812,11290
"49641","G2200950",2010,-0.014,22341,23583
"49642","G2200970",2010,-0.022,39876,43508
"49643","G2200990",2010,-0.007,25697,26463
"49644","G2201010",2010,-0.006,26992,27658
"49645","G2201030",2010,-0.012,113973,119767
"49646","G2201050",2010,-0.014,58800,62297
"49647","G2201070",2010,-0.025,2493,2759
"49648","G2201090",2010,-0.003,55568,56292
"49649","G2201110",2010,-0.006,11214,11507
"49650","G2201130",2010,-0.014,28214,29785
"49651","G2201150",2010,0.012,26784,25550
"49652","G2201170",2010,-0.005,23360,23808
"49653","G2201190",2010,-0.014,20041,21166
"49654","G2201210",2010,-0.008,11698,12090
"49655","G2201230",2010,0.001,5818,5786
"49656","G2201250",2010,0.156,10251,5374
"49657","G2201270",2010,0.024,8031,7282
"49658","G2300010",2010,-0.011,52716,54986
"49659","G2300030",2010,-0.008,35387,36483
"49660","G2300050",2010,-0.015,136684,144990
"49661","G2300070",2010,-0.011,15053,15715
"49662","G2300090",2010,-0.01,26641,27777
"49663","G2300110",2010,-0.013,59529,62622
"49664","G2300130",2010,-0.005,19663,20073
"49665","G2300150",2010,-0.01,16899,17558
"49666","G2300170",2010,-0.004,28692,29141
"49667","G2300190",2010,-0.007,75853,78070
"49668","G2300210",2010,-0.004,8694,8841
"49669","G2300230",2010,-0.016,17088,18205
"49670","G2300250",2010,-0.004,25890,26338
"49671","G2300270",2010,-0.01,19003,19783
