"﻿id","name","gender","dates","yearOfBirth","yearOfDeath","placeOfBirth","placeOfDeath","url","lon","lat","born.lon","born.lat","died.lon","died.lat","address"
181,"Ferneley, John, II","Male","c.1815–1862",1815,1862,"Melton Mowbray, United Kingdom","Manchester, United Kingdom","http://www.tate.org.uk/art/artists/john-ferneley-ii-181",-0.887126,52.7664,-0.887126,52.7664,-2.24263,53.4808,"manchester, uk"
10613,"Ferrari, León","Male","1920–2013",1920,2013,"Buenos Aires, Argentina","","http://www.tate.org.uk/art/artists/leon-ferrari-10613",-58.3816,-34.6037,-58.3816,-34.6037,NA,NA,NA
2310,"Ferrers, Benjamin","Male","1695–1732",1695,1732,"","","http://www.tate.org.uk/art/artists/benjamin-ferrers-2310",NA,NA,NA,NA,NA,NA,NA
6842,"Ferris, Dee","Female","born 1973",1973,NA,"Paulton, United Kingdom","","http://www.tate.org.uk/art/artists/dee-ferris-6842",-2.50306,51.306,-2.50306,51.306,NA,NA,NA
1090,"Few, Elsie","Female","1909–1980",1909,1980,"Jamaica","","http://www.tate.org.uk/art/artists/elsie-few-1090",-77.2975,18.1096,-77.2975,18.1096,NA,NA,NA
182,"Fielding, Anthony Vandyke Copley","Male","1787–1855",1787,1855,"England, United Kingdom","Worthing","http://www.tate.org.uk/art/artists/anthony-vandyke-copley-fielding-182",-1.17432,52.3555,-1.17432,52.3555,-0.372882,50.8179,"worthing, west sussex, uk"
2607,"Fielding, Brian","Male","1933–1986",1933,1986,"Sheffield, United Kingdom","","http://www.tate.org.uk/art/artists/brian-fielding-2607",-1.47009,53.3811,-1.47009,53.3811,NA,NA,NA
1091,"Fijalkowski, Stanislaw","Male","born 1922",1922,NA,"Polska","","http://www.tate.org.uk/art/artists/stanislaw-fijalkowski-1091",19.1451,51.9194,19.1451,51.9194,NA,NA,NA
183,"Fildes, Sir Luke","Male","1843–1927",1843,1927,"Liverpool, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/sir-luke-fildes-183",-2.99157,53.4084,-2.99157,53.4084,-0.127758,51.5074,"london, uk"
2425,"Finch, Francis Oliver","Male","1802–1862",1802,1862,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/francis-oliver-finch-2425",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
2255,"Finden, William","Male","1787–1852",1787,1852,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/william-finden-2255",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
1092,"Fine, Lois","Female","born 1931",1931,NA,"","","http://www.tate.org.uk/art/artists/lois-fine-1092",NA,NA,NA,NA,NA,NA,NA
5287,"Fini, Leonor","Female","1908–1996",1908,1996,"Buenos Aires, Argentina","Paris, France","http://www.tate.org.uk/art/artists/leonor-fini-5287",-58.3816,-34.6037,-58.3816,-34.6037,2.35222,48.8566,"paris, france"
4817,"Finn, Michael","Male","1921–2002",1921,2002,"Addlestone, United Kingdom","Saint Ives, United Kingdom","http://www.tate.org.uk/art/artists/michael-finn-4817",-0.488641,51.3698,-0.488641,51.3698,-5.49089,50.2084,"saint ives, cornwall, uk"
1094,"Finnie, John","Male","born 1935",1935,NA,"","","http://www.tate.org.uk/art/artists/john-finnie-1094",NA,NA,NA,NA,NA,NA,NA
4745,"Finn-Kelcey, Rose","Female","1945–2014",1945,2014,"Northampton, United Kingdom","","http://www.tate.org.uk/art/artists/rose-finn-kelcey-4745",-0.902656,52.2405,-0.902656,52.2405,NA,NA,NA
2757,"Fischli, Peter","Male","born 1952",1952,NA,"Zürich, Schweiz","","http://www.tate.org.uk/art/artists/peter-fischli-2757",8.53918,47.3686,8.53918,47.3686,NA,NA,NA
1095,"Fisher, Brian","Male","born 1939",1939,NA,"","","http://www.tate.org.uk/art/artists/brian-fisher-1095",NA,NA,NA,NA,NA,NA,NA
1096,"Fisher, Joel","Male","born 1947",1947,NA,"Salem, United States","","http://www.tate.org.uk/art/artists/joel-fisher-1096",-70.8967,42.5195,-70.8967,42.5195,NA,NA,NA
184,"Fisher, Mark","Male","1841–1923",1841,1923,"Boston, United States","","http://www.tate.org.uk/art/artists/mark-fisher-184",-71.0589,42.3601,-71.0589,42.3601,NA,NA,NA
1097,"Fisher, Melton","Male","1859–1939",1859,1939,"London, United Kingdom","Camberley, United Kingdom","http://www.tate.org.uk/art/artists/melton-fisher-1097",-0.127758,51.5074,-0.127758,51.5074,-0.742856,51.3354,"camberley, surrey, uk"
1098,"Fisher, Roy","Male","born 1930",1930,NA,"","","http://www.tate.org.uk/art/artists/roy-fisher-1098",NA,NA,NA,NA,NA,NA,NA
1099,"Fitton, James","Male","1899–1982",1899,1982,"Oldham, United Kingdom","","http://www.tate.org.uk/art/artists/james-fitton-1099",-2.11137,53.5409,-2.11137,53.5409,NA,NA,NA
185,"Fitzgerald, John Anster","Male","1819–1906",1819,1906,"","","http://www.tate.org.uk/art/artists/john-anster-fitzgerald-185",NA,NA,NA,NA,NA,NA,NA
1100,"Flanagan, Barry","Male","1941–2009",1941,2009,"Prestatyn, United Kingdom","","http://www.tate.org.uk/art/artists/barry-flanagan-1100",-3.40761,53.3365,-3.40761,53.3365,NA,NA,NA
1101,"Flavin, Dan","Male","1933–1996",1933,1996,"Jamaica, United States","Riverhead, United States","http://www.tate.org.uk/art/artists/dan-flavin-1101",-73.789,40.7027,-73.789,40.7027,-72.662,40.917,"riverhead, ny, usa"
186,"Flaxman, John","Male","1755–1826",1755,1826,"York, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/john-flaxman-186",-1.0873,53.96,-1.0873,53.96,-0.127758,51.5074,"london, uk"
11826,"Fleury, Lili","Female","born 1964",1964,NA,"","","http://www.tate.org.uk/art/artists/lili-fleury-11826",NA,NA,NA,NA,NA,NA,NA
187,"Florence, Mary Sargant","Male","1857–1954",1857,1954,"London, United Kingdom","Twickenham, United Kingdom","http://www.tate.org.uk/art/artists/mary-sargant-florence-187",-0.127758,51.5074,-0.127758,51.5074,-0.335246,51.4446,"twickenham, greater london, uk"
2761,"Floyer, Ceal","Female","born 1968",1968,NA,"Karachi, Pakistan","","http://www.tate.org.uk/art/artists/ceal-floyer-2761",67.0099,24.8615,67.0099,24.8615,NA,NA,NA
188,"Foley, John Henry","Male","1818–1874",1818,1874,"Dublin, Éire","London, United Kingdom","http://www.tate.org.uk/art/artists/john-henry-foley-188",-6.26031,53.3498,-6.26031,53.3498,-0.127758,51.5074,"london, uk"
1102,"Fontana, Lucio","Male","1899–1968",1899,1968,"Rosario, Argentina","","http://www.tate.org.uk/art/artists/lucio-fontana-1102",-60.6665,-32.9507,-60.6665,-32.9507,NA,NA,NA
1103,"Forain, Jean-Louis","Male","1852–1931",1852,1931,"Reims, France","Chesnay, Le, France","http://www.tate.org.uk/art/artists/jean-louis-forain-1103",4.0317,49.2583,4.0317,49.2583,-1.03896,48.6076,"le chesnay, 50600 milly, france"
189,"Forbes, Elizabeth","Female","1859–1912",1859,1912,"Ottawa, Canada","Newlyn, United Kingdom","http://www.tate.org.uk/art/artists/elizabeth-forbes-189",-75.6972,45.4215,-75.6972,45.4215,-5.55033,50.1071,"newlyn, cornwall, uk"
190,"Forbes, Stanhope Alexander","Male","1857–1947",1857,1947,"Dublin, Éire","Newlyn, United Kingdom","http://www.tate.org.uk/art/artists/stanhope-alexander-forbes-190",-6.26031,53.3498,-6.26031,53.3498,-5.55033,50.1071,"newlyn, cornwall, uk"
1104,"Forbes, Vivian","Female","1891–1937",1891,1937,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/vivian-forbes-1104",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
1105,"Forbes-Robertson, Eric","Male","1865–1935",1865,1935,"Dumfries, United Kingdom","","http://www.tate.org.uk/art/artists/eric-forbes-robertson-1105",-3.60512,55.0709,-3.60512,55.0709,NA,NA,NA
191,"Ford, Edward Onslow","Male","1852–1901",1852,1901,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/edward-onslow-ford-191",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
2733,"Ford, Laura","Female","born 1961",1961,NA,"Cardiff, United Kingdom","","http://www.tate.org.uk/art/artists/laura-ford-2733",-3.17909,51.4816,-3.17909,51.4816,NA,NA,NA
1106,"Ford, Mary","Female","born 1946",1946,NA,"","","http://www.tate.org.uk/art/artists/mary-ford-1106",NA,NA,NA,NA,NA,NA,NA
2260,"Förg, Günther","Male","born 1952",1952,NA,"Schwaben, Deutschland","","http://www.tate.org.uk/art/artists/gunther-forg-2260",11.863,48.1909,11.863,48.1909,NA,NA,NA
1107,"Forge, Andrew","Male","1923–2002",1923,2002,"Kent, United Kingdom","","http://www.tate.org.uk/art/artists/andrew-forge-1107",0.521725,51.2787,0.521725,51.2787,NA,NA,NA
10692,"Forsyth, Iain","Male","born 1973",1973,NA,"Manchester, United Kingdom","","http://www.tate.org.uk/art/artists/iain-forsyth-10692",-2.24263,53.4808,-2.24263,53.4808,NA,NA,NA
11360,"Fosso, Samuel","Male","born 1962",1962,NA,"Kumba, Cameroun","","http://www.tate.org.uk/art/artists/samuel-fosso-11360",9.45,4.63333,9.45,4.63333,NA,NA,NA
192,"Foster, Myles Birket","Male","1825–1899",1825,1899,"Tynemouth, United Kingdom","Weybridge, United Kingdom","http://www.tate.org.uk/art/artists/myles-birket-foster-192",-1.42558,55.0176,-1.42558,55.0176,-0.457904,51.3716,"weybridge, surrey, uk"
2495,"Foster, William","Male","active 1772–1812",1772,1812,"","","http://www.tate.org.uk/art/artists/william-foster-2495",NA,NA,NA,NA,NA,NA,NA
2772,"Fougeron, André","Male","1913–1998",1913,1998,"Paris, France","","http://www.tate.org.uk/art/artists/andre-fougeron-2772",2.35222,48.8566,2.35222,48.8566,NA,NA,NA
9061,"Fowler, Luke","Male","born 1978",1978,NA,"Glasgow, United Kingdom","","http://www.tate.org.uk/art/artists/luke-fowler-9061",-4.25181,55.8642,-4.25181,55.8642,NA,NA,NA
1108,"Fox Pitt, Douglas","Male","1864–1922",1864,1922,"London, United Kingdom","Thorpe, United Kingdom","http://www.tate.org.uk/art/artists/douglas-fox-pitt-1108",-0.127758,51.5074,-0.127758,51.5074,-0.532497,51.4084,"thorpe, egham, surrey tw20, uk"
3889,"Foxton, Simon","Male","born 1961",1961,NA,"","","http://www.tate.org.uk/art/artists/simon-foxton-3889",NA,NA,NA,NA,NA,NA,NA
1109,"Fraenkel, Elsa","Female","1892–1975",1892,1975,"Bensheim, Deutschland","Bangalore, Bharat","http://www.tate.org.uk/art/artists/elsa-fraenkel-1109",8.61873,49.6861,8.61873,49.6861,77.521,12.9033,"bharat's house, jawaharlal nehru road, 5th stage, rr nagar, bengaluru, karnataka 560098, india"
1110,"Frampton, Edward Reginald","Male","1872–1923",1872,1923,"London, United Kingdom","Paris, France","http://www.tate.org.uk/art/artists/edward-reginald-frampton-1110",-0.127758,51.5074,-0.127758,51.5074,2.35222,48.8566,"paris, france"
1112,"Frampton, Meredith","Male","1894–1984",1894,1984,"London, United Kingdom","","http://www.tate.org.uk/art/artists/meredith-frampton-1112",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
1111,"Frampton, Sir George","Male","1860–1928",1860,1928,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/sir-george-frampton-1111",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
2565,"Francia, François Louis Thomas","Male","1772–1839",1772,1839,"Calais, France","Calais, France","http://www.tate.org.uk/art/artists/francois-louis-thomas-francia-2565",1.85869,50.9513,1.85869,50.9513,1.85869,50.9513,"calais, france"
2311,"Francis, Mark","Male","born 1962",1962,NA,"Newtownards, United Kingdom","","http://www.tate.org.uk/art/artists/mark-francis-2311",-5.69317,54.5914,-5.69317,54.5914,NA,NA,NA
1113,"Francis, Sam","Male","1923–1994",1923,1994,"San Mateo, United States","Santa Monica, United States","http://www.tate.org.uk/art/artists/sam-francis-1113",-122.326,37.563,-122.326,37.563,-118.491,34.0195,"santa monica, ca, usa"
5275,"Frank, Robert","Male","born 1924",1924,NA,"Zürich, Schweiz","","http://www.tate.org.uk/art/artists/robert-frank-5275",8.53918,47.3686,8.53918,47.3686,NA,NA,NA
1114,"Frankenthaler, Helen","Female","born 1928",1928,NA,"New York, United States","","http://www.tate.org.uk/art/artists/helen-frankenthaler-1114",-74.0059,40.7128,-74.0059,40.7128,NA,NA,NA
193,"Fraser, Alexander","Male","1786–1865",1786,1865,"Edinburgh, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/alexander-fraser-193",-3.18827,55.9533,-3.18827,55.9533,-0.127758,51.5074,"london, uk"
9439,"Fraser, Andrea","Female","born 1965",1965,NA,"Montana, United States","","http://www.tate.org.uk/art/artists/andrea-fraser-9439",-110.363,46.8797,-110.363,46.8797,NA,NA,NA
1115,"Fraser, Claud Lovat","Male","1890–1921",1890,1921,"London, United Kingdom","","http://www.tate.org.uk/art/artists/claud-lovat-fraser-1115",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
1116,"Freedman, Barnett","Male","1901–1958",1901,1958,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/barnett-freedman-1116",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
2712,"Freedman, Carl","Male","born 1965",1965,NA,"","","http://www.tate.org.uk/art/artists/carl-freedman-2712",NA,NA,NA,NA,NA,NA,NA
1117,"Freiles, Antonio","Male","born 1943",1943,NA,"","","http://www.tate.org.uk/art/artists/antonio-freiles-1117",NA,NA,NA,NA,NA,NA,NA
1118,"Frélaut, Jean","Male","1879–1954",1879,1954,"Grenoble, France","Vannes, France","http://www.tate.org.uk/art/artists/jean-frelaut-1118",5.72452,45.1885,5.72452,45.1885,-2.76085,47.6582,"vannes, france"
2330,"French School 18th century","","1700–1799",1700,1799,"","","http://www.tate.org.uk/art/artists/french-school-18th-century-2330",NA,NA,NA,NA,NA,NA,NA
2744,"French School 19th century","","1800–1899",1800,1899,"","","http://www.tate.org.uk/art/artists/french-school-19th-century-2744",NA,NA,NA,NA,NA,NA,NA
1119,"Frenkel, Vera","Female","born 1938",1938,NA,"Bratislava, Slovenská Republika","","http://www.tate.org.uk/art/artists/vera-frenkel-1119",17.1071,48.1459,17.1071,48.1459,NA,NA,NA
1120,"Freud, Lucian","Male","1922–2011",1922,2011,"Berlin, Deutschland","London, United Kingdom","http://www.tate.org.uk/art/artists/lucian-freud-1120",13.405,52.52,13.405,52.52,-0.127758,51.5074,"london, uk"
1121,"Friedenson, Arthur","Male","1872–1955",1872,1955,"Leeds, United Kingdom","Parkstone, United States","http://www.tate.org.uk/art/artists/arthur-friedenson-1121",-1.54908,53.8008,-1.54908,53.8008,-97.8198,30.2706,"parkstone, austin, tx 78746, usa"
5293,"Friedlander, Lee","Male","born 1934",1934,NA,"Aberdeen, United States","","http://www.tate.org.uk/art/artists/lee-friedlander-5293",-123.816,46.9754,-123.816,46.9754,NA,NA,NA
1122,"Friend, Ian","Male","born 1951",1951,NA,"Eastbourne, United Kingdom","","http://www.tate.org.uk/art/artists/ian-friend-1122",0.290472,50.768,0.290472,50.768,NA,NA,NA
1123,"Friesz, Othon","Male","1879–1949",1879,1949,"Le Havre, France","Paris, France","http://www.tate.org.uk/art/artists/othon-friesz-1123",0.107929,49.4944,0.107929,49.4944,2.35222,48.8566,"paris, france"
1124,"Frink, Dame Elisabeth","Female","1930–1993",1930,1993,"Suffolk, United Kingdom","Dorset, United Kingdom","http://www.tate.org.uk/art/artists/dame-elisabeth-frink-1124",0.97078,52.1872,0.97078,52.1872,-2.33823,50.7391,"dorset, uk"
2426,"Fripp, Alfred Downing","Male","1822–1895",1822,1895,"Bristol, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/alfred-downing-fripp-2426",-2.58791,51.4545,-2.58791,51.4545,-0.127758,51.5074,"london, uk"
2427,"Fripp, George Arthur","Male","1813–1896",1813,1896,"","","http://www.tate.org.uk/art/artists/george-arthur-fripp-2427",NA,NA,NA,NA,NA,NA,NA
194,"Frith, William Powell","Male","1819–1909",1819,1909,"Ripon, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/william-powell-frith-194",-1.52733,54.1356,-1.52733,54.1356,-0.127758,51.5074,"london, uk"
2388,"Frize, Bernard","Male","born 1949",1949,NA,"Saint-Mandé, France","","http://www.tate.org.uk/art/artists/bernard-frize-2388",2.41786,48.8428,2.41786,48.8428,NA,NA,NA
1125,"Frohner, Adolf","Male","1934–2007",1934,2007,"Gross Enzersdorf, Österreich","Wien, Österreich","http://www.tate.org.uk/art/artists/adolf-frohner-1125",16.5534,48.1969,16.5534,48.1969,16.3738,48.2082,"vienna, austria"
1126,"Frost, Sir Terry","Male","1915–2003",1915,2003,"Royal Leamington Spa, United Kingdom","Hayle, United Kingdom","http://www.tate.org.uk/art/artists/sir-terry-frost-1126",-1.52008,52.2852,-1.52008,52.2852,-5.42091,50.1855,"hayle, cornwall, uk"
195,"Frost, William Edward","Male","1810–1877",1810,1877,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/william-edward-frost-195",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
1127,"Froy, Martin","Male","born 1926",1926,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/martin-froy-1127",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
1128,"Fry, Anthony","Male","born 1927",1927,NA,"Theydon Bois, United Kingdom","","http://www.tate.org.uk/art/artists/anthony-fry-1128",0.09447,51.6725,0.09447,51.6725,NA,NA,NA
1129,"Fry, Roger","Male","1866–1934",1866,1934,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/roger-fry-1129",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
2265,"Frye, Thomas","Male","1710–1762",1710,1762,"Éire","","http://www.tate.org.uk/art/artists/thomas-frye-2265",-8.24389,53.4129,-8.24389,53.4129,NA,NA,NA
1130,"Fuchs, Emil","Male","1866–1929",1866,1929,"Wien, Österreich","New York, United States","http://www.tate.org.uk/art/artists/emil-fuchs-1130",16.3738,48.2082,16.3738,48.2082,-74.0059,40.7128,"new york, ny, usa"
17414,"Fukushima, Hideko","Female","1927–1997",1927,1997,"","","http://www.tate.org.uk/art/artists/hideko-fukushima-17414",NA,NA,NA,NA,NA,NA,NA
1131,"Fullard, George","Male","1923–1973",1923,1973,"Sheffield, United Kingdom","","http://www.tate.org.uk/art/artists/george-fullard-1131",-1.47009,53.3811,-1.47009,53.3811,NA,NA,NA
196,"Fuller, Isaac","Male","c.1606–1672",1606,1672,"Greifswald, Deutschland","Dresden, Deutschland","http://www.tate.org.uk/art/artists/isaac-fuller-196",13.3923,54.0865,13.3923,54.0865,13.7373,51.0504,"dresden, germany"
1132,"Fuller, Sue","Female","1914 – 2006",1914,2006,"Pittsburgh, United States","","http://www.tate.org.uk/art/artists/sue-fuller-1132",-79.9959,40.4406,-79.9959,40.4406,NA,NA,NA
197,"Fulleylove, John","Male","1845–1908",1845,1908,"Leicester, United Kingdom","","http://www.tate.org.uk/art/artists/john-fulleylove-197",-1.13976,52.6369,-1.13976,52.6369,NA,NA,NA
1133,"Fulton, Hamish","Male","born 1946",1946,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/hamish-fulton-1133",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
13623,"Furlong, William","Male","born 1944",1944,NA,"Woking, United Kingdom","","http://www.tate.org.uk/art/artists/william-furlong-13623",-0.560035,51.3168,-0.560035,51.3168,NA,NA,NA
1134,"Furse, Charles Wellington","Male","1868–1904",1868,1904,"Staines, United Kingdom","Camberley, United Kingdom","http://www.tate.org.uk/art/artists/charles-wellington-furse-1134",-0.515525,51.4315,-0.515525,51.4315,-0.742856,51.3354,"camberley, surrey, uk"
198,"Fuseli, Henry","Male","1741–1825",1741,1825,"Zürich, Schweiz","London, United Kingdom","http://www.tate.org.uk/art/artists/henry-fuseli-198",8.53918,47.3686,8.53918,47.3686,-0.127758,51.5074,"london, uk"
1135,"Fussell, Michael","Male","1927–1974",1927,1974,"Southampton, United Kingdom","","http://www.tate.org.uk/art/artists/michael-fussell-1135",-1.40435,50.9097,-1.40435,50.9097,NA,NA,NA
1136,"Fyzee-Rahamin, Samuel","Male","1880–1964",1880,1964,"Pune, Bharat","Karachi, Pakistan","http://www.tate.org.uk/art/artists/samuel-fyzee-rahamin-1136",73.7746,18.5738,73.7746,18.5738,67.0099,24.8615,"karachi, pakistan"
8313,"Gaba, Meschac","Male","born 1961",1961,NA,"Cotonou, Bénin","","http://www.tate.org.uk/art/artists/meschac-gaba-8313",2.43333,6.36667,2.43333,6.36667,NA,NA,NA
2790,"Gabie, Neville","Male","born 1959",1959,NA,"Johannesburg, South Africa","","http://www.tate.org.uk/art/artists/neville-gabie-2790",28.0473,-26.2041,28.0473,-26.2041,NA,NA,NA
1137,"Gabo, Naum","Male","1890–1977",1890,1977,"Klimovichi, Belarus","Waterbury, United States","http://www.tate.org.uk/art/artists/naum-gabo-1137",31.9595,53.6092,31.9595,53.6092,-73.0515,41.5582,"waterbury, ct, usa"
199,"Gainsborough, Thomas","Male","1727–1788",1727,1788,"Sudbury, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/thomas-gainsborough-199",0.726706,52.041,0.726706,52.041,-0.127758,51.5074,"london, uk"
200,"Gale, William","Male","1823–1909",1823,1909,"London, United Kingdom","","http://www.tate.org.uk/art/artists/william-gale-200",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
2658,"Gallaccio, Anya","Female","born 1963",1963,NA,"Glasgow, United Kingdom","","http://www.tate.org.uk/art/artists/anya-gallaccio-2658",-4.25181,55.8642,-4.25181,55.8642,NA,NA,NA
9553,"Gallagher, Ellen","Female","born 1965",1965,NA,"Providence, United States","","http://www.tate.org.uk/art/artists/ellen-gallagher-9553",-71.4128,41.824,-71.4128,41.824,NA,NA,NA
11460,"Gamarra, Sandra","Female","born 1972",1972,NA,"Lima, Perú","","http://www.tate.org.uk/art/artists/sandra-gamarra-11460",-77.0428,-12.0464,-77.0428,-12.0464,NA,NA,NA
9102,"Gander, Ryan","Male","born 1976",1976,NA,"Chester, United Kingdom","","http://www.tate.org.uk/art/artists/ryan-gander-9102",-2.89308,53.1934,-2.89308,53.1934,NA,NA,NA
6876,"Garaicoa, Carlos","Male","born 1967",1967,NA,"La Habana, Cuba","","http://www.tate.org.uk/art/artists/carlos-garaicoa-6876",-82.2711,23.1592,-82.2711,23.1592,NA,NA,NA
1139,"Garbe, Richard","Male","1876–1957",1876,1957,"Hackney, United Kingdom","Westscott, United Kingdom","http://www.tate.org.uk/art/artists/richard-garbe-1139",-1.57502,53.1563,-1.57502,53.1563,-0.3707,51.2242,"westcott, dorking, surrey, uk"
10370,"Garcia Torres, Mario","Male","born 1975",1975,NA,"Monclova, México","","http://www.tate.org.uk/art/artists/mario-garcia-torres-10370",-101.422,26.908,-101.422,26.908,NA,NA,NA
1140,"Gardiner, Clive","Male","1891–1960",1891,1960,"Blackburn, United Kingdom","","http://www.tate.org.uk/art/artists/clive-gardiner-1140",-2.48753,53.7486,-2.48753,53.7486,NA,NA,NA
201,"Gardner, Daniel","Male","1750–1805",1750,1805,"Kendal, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/daniel-gardner-201",-2.74629,54.328,-2.74629,54.328,-0.127758,51.5074,"london, uk"
1141,"Garet, Jedd","Male","born 1955",1955,NA,"Los Angeles, United States","","http://www.tate.org.uk/art/artists/jedd-garet-1141",-118.244,34.0522,-118.244,34.0522,NA,NA,NA
202,"Garrard, George","Male","1760–1826",1760,1826,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/george-garrard-202",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
203,"Garstin, Norman","Male","1847–1926",1847,1926,"Clare, Éire","Penzance, United Kingdom","http://www.tate.org.uk/art/artists/norman-garstin-203",-9.04716,52.8625,-9.04716,52.8625,-5.53759,50.1188,"penzance, cornwall, uk"
1142,"Gascoyne, David","Male","1916–2001",1916,2001,"Harrow, United Kingdom","Newport, United Kingdom","http://www.tate.org.uk/art/artists/david-gascoyne-1142",-0.341995,51.5806,-0.341995,51.5806,-2.99766,51.5842,"newport, newport, uk"
2696,"Gaskell, Anna","Female","born 1969",1969,NA,"Iowa, United States","","http://www.tate.org.uk/art/artists/anna-gaskell-2696",-93.0977,41.878,-93.0977,41.878,NA,NA,NA
204,"Gastineau, Henry","Male","1791–1876",1791,1876,"","","http://www.tate.org.uk/art/artists/henry-gastineau-204",NA,NA,NA,NA,NA,NA,NA
1143,"Gaudier-Brzeska, Henri","Male","1891–1915",1891,1915,"Saint-Jean-de-Braye, France","Pas-de-Calais, France","http://www.tate.org.uk/art/artists/henri-gaudier-brzeska-1143",1.97084,47.912,1.97084,47.912,2.32447,50.5733,"pas-de-calais, france"
1144,"Gauguin, Paul","Male","1848–1903",1848,1903,"Paris, France","Atuona","http://www.tate.org.uk/art/artists/paul-gauguin-1144",2.35222,48.8566,2.35222,48.8566,-139.04,-9.803,"atuona, french polynesia"
1145,"Gauld, Peter","Male","1925 –1989",1925,1989,"","","http://www.tate.org.uk/art/artists/peter-gauld-1145",NA,NA,NA,NA,NA,NA,NA
1146,"Gear, William","Male","1915–1997",1915,1997,"Methil, United Kingdom","","http://www.tate.org.uk/art/artists/william-gear-1146",-3.0164,56.1848,-3.0164,56.1848,NA,NA,NA
205,"Geddes, Andrew","Male","1783–1844",1783,1844,"Edinburgh, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/andrew-geddes-205",-3.18827,55.9533,-3.18827,55.9533,-0.127758,51.5074,"london, uk"
1147,"Geden, Dennis","Male","born 1944",1944,NA,"North Bay, Canada","","http://www.tate.org.uk/art/artists/dennis-geden-1147",-79.4608,46.3091,-79.4608,46.3091,NA,NA,NA
11852,"Gego (Gertrud Goldschmidt)","Female","1912–1994",1912,1994,"Hamburg, Deutschland","Caracas, Venezuela","http://www.tate.org.uk/art/artists/gego-gertrud-goldschmidt-11852",9.99368,53.5511,9.99368,53.5511,-66.8037,10.4696,"caracas, venezuela"
2428,"Geikie, Walter","Male","1795–1837",1795,1837,"Edinburgh, United Kingdom","Edinburgh, United Kingdom","http://www.tate.org.uk/art/artists/walter-geikie-2428",-3.18827,55.9533,-3.18827,55.9533,-3.18827,55.9533,"edinburgh, city of edinburgh, uk"
2352,"Gennari, Benedetto","Male","1633–1715",1633,1715,"Cento, Italia","Bologna, Italia","http://www.tate.org.uk/art/artists/benedetto-gennari-2352",11.2908,44.7315,11.2908,44.7315,11.3426,44.4949,"bologna, italy"
2552,"Gent, G.W.","","exhibited 1804–1822",1804,1822,"","","http://www.tate.org.uk/art/artists/gw-gent-2552",NA,NA,NA,NA,NA,NA,NA
1148,"Gentleman, David","Male","born 1930",1930,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/david-gentleman-1148",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
1149,"Gentleman, Tom","Male","1882–1966",1882,1966,"","","http://www.tate.org.uk/art/artists/tom-gentleman-1149",NA,NA,NA,NA,NA,NA,NA
10435,"Genzken, Isa","Female","born 1948",1948,NA,"Bad Oldesloe, Deutschland","","http://www.tate.org.uk/art/artists/isa-genzken-10435",10.3823,53.8076,10.3823,53.8076,NA,NA,NA
1150,"Geoffrey, Iqbal","Male","born 1939",1939,NA,"Chiniot, Pakistan","","http://www.tate.org.uk/art/artists/iqbal-geoffrey-1150",72.9789,31.72,72.9789,31.72,NA,NA,NA
