"﻿id","name","gender","dates","yearOfBirth","yearOfDeath","placeOfBirth","placeOfDeath","url","lon","lat","born.lon","born.lat","died.lon","died.lat","address"
1263,"Mack, Heinz","Male","born 1931",1931,NA,"Lollar, Deutschland","","http://www.tate.org.uk/art/artists/heinz-mack-1263",8.70608,50.6475,8.70608,50.6475,NA,NA,NA
1542,"Mackay, Alex","","",NA,NA,"","","http://www.tate.org.uk/art/artists/alex-mackay-1542",NA,NA,NA,NA,NA,NA,NA
1543,"Mackennal, Sir Bertram","Male","1863–1931",1863,1931,"Melbourne, Australia","Torquay, United Kingdom","http://www.tate.org.uk/art/artists/sir-bertram-mackennal-1543",144.963,-37.8141,144.963,-37.8141,-3.52531,50.4619,"torquay, torbay, uk"
1544,"Mackenzie, Alexander","Male","1923–2002",1923,2002,"Liverpool, United Kingdom","Penzance, United Kingdom","http://www.tate.org.uk/art/artists/alexander-mackenzie-1544",-2.99157,53.4084,-2.99157,53.4084,-5.53759,50.1188,"penzance, cornwall, uk"
1545,"Mackenzie, Alix","Female","1922–1962",1922,1962,"","","http://www.tate.org.uk/art/artists/alix-mackenzie-1545",NA,NA,NA,NA,NA,NA,NA
363,"Mackenzie, Frederick","Male","1787–1854",1787,1854,"","London, United Kingdom","http://www.tate.org.uk/art/artists/frederick-mackenzie-363",NA,NA,NA,NA,-0.127758,51.5074,"london, uk"
1546,"Mackenzie, Warren","Male","born 1924",1924,NA,"Kansas City, United States","","http://www.tate.org.uk/art/artists/warren-mackenzie-1546",-94.5786,39.0997,-94.5786,39.0997,NA,NA,NA
9555,"Mackie, Christina","Female","born 1956",1956,NA,"Canada","","http://www.tate.org.uk/art/artists/christina-mackie-9555",-106.347,56.1304,-106.347,56.1304,NA,NA,NA
1547,"Mackinnon, Sine","Male","1901–1996",1901,1996,"Newcastle, United Kingdom","","http://www.tate.org.uk/art/artists/sine-mackinnon-1547",-1.61778,54.9783,-1.61778,54.9783,NA,NA,NA
1548,"Mackintosh, Charles Rennie","Male","1868–1928",1868,1928,"Glasgow, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/charles-rennie-mackintosh-1548",-4.25181,55.8642,-4.25181,55.8642,-0.127758,51.5074,"london, uk"
1549,"Maclaren, Donald","Male","1886–1917",1886,1917,"Kensington, United Kingdom","","http://www.tate.org.uk/art/artists/donald-maclaren-1549",-0.193279,51.501,-0.193279,51.501,NA,NA,NA
365,"Maclise, Daniel","Male","1806–1870",1806,1870,"Cork, Éire","London, United Kingdom","http://www.tate.org.uk/art/artists/daniel-maclise-365",-8.48632,51.8969,-8.48632,51.8969,-0.127758,51.5074,"london, uk"
1550,"Mactaggart, Sir William","Male","1903–1981",1903,1981,"Loanhead, United Kingdom","","http://www.tate.org.uk/art/artists/sir-william-mactaggart-1550",-3.14935,55.8764,-3.14935,55.8764,NA,NA,NA
367,"MacWhirter, John","Male","1839–1911",1839,1911,"Scotland, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/john-macwhirter-367",-4.20265,56.4907,-4.20265,56.4907,-0.127758,51.5074,"london, uk"
14729,"Madani, Tala","Female","born 1981",1981,NA,"Îran","","http://www.tate.org.uk/art/artists/tala-madani-14729",53.688,32.4279,53.688,32.4279,NA,NA,NA
1551,"Maddox, Conroy","Male","1912–2005",1912,2005,"Hertfordshire, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/conroy-maddox-1551",-0.237674,51.8098,-0.237674,51.8098,-0.127758,51.5074,"london, uk"
1552,"Maddox, Ronald","Male","born 1930",1930,NA,"","","http://www.tate.org.uk/art/artists/ronald-maddox-1552",NA,NA,NA,NA,NA,NA,NA
1553,"Magritte, René","Male","1898–1967",1898,1967,"Lessines, België","Schaerbeek, België","http://www.tate.org.uk/art/artists/rene-magritte-1553",3.82887,50.7124,3.82887,50.7124,4.3773,50.8674,"schaerbeek, belgium"
1554,"Mahoney, Charles","Male","1903–1968",1903,1968,"London, United Kingdom","","http://www.tate.org.uk/art/artists/charles-mahoney-1554",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
1555,"Maillol, Aristide","Male","1861–1944",1861,1944,"Banyuls-sur-Mer, France","Perpignan, France","http://www.tate.org.uk/art/artists/aristide-maillol-1555",3.12887,42.4834,3.12887,42.4834,2.89483,42.6887,"perpignan, france"
1557,"Maitec, Ovidiu","Male","born 1925",1925,NA,"Arad, România","","http://www.tate.org.uk/art/artists/ovidiu-maitec-1557",21.3167,46.1667,21.3167,46.1667,NA,NA,NA
1558,"Maitin, Sam","Male","1928–2004",1928,2004,"Philadelphia, United States","","http://www.tate.org.uk/art/artists/sam-maitin-1558",-75.1652,39.9526,-75.1652,39.9526,NA,NA,NA
1559,"Maitland, Paul","Male","1863–1909",1863,1909,"Chelsea, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/paul-maitland-1559",-0.174936,51.4851,-0.174936,51.4851,-0.127758,51.5074,"london, uk"
6307,"Majerus, Michel","Male","1967–2002",1967,2002,"Esch-sur-Alzette, Luxembourg","","http://www.tate.org.uk/art/artists/michel-majerus-6307",5.98609,49.5009,5.98609,49.5009,NA,NA,NA
15619,"Makarius, Sameer","Male","1924–2009",1924,2009,"Al-Qahirah, Misr","Buenos Aires, Argentina","http://www.tate.org.uk/art/artists/sameer-makarius-15619",31.2384,30.0471,31.2384,30.0471,-58.3816,-34.6037,"buenos aires, argentina"
1560,"Makowski, Kazimierz","Male","born 1951",1951,NA,"","","http://www.tate.org.uk/art/artists/kazimierz-makowski-1560",NA,NA,NA,NA,NA,NA,NA
2372,"Malchair, John Baptist","Male","1729–1812",1729,1812,"Köln, Deutschland","","http://www.tate.org.uk/art/artists/john-baptist-malchair-2372",6.96028,50.9375,6.96028,50.9375,NA,NA,NA
1561,"Malevich, Kazimir","Male","1879–1935",1879,1935,"Kiyev, Ukrayina","Sankt-Peterburg, Rossiya","http://www.tate.org.uk/art/artists/kazimir-malevich-1561",30.5234,50.4501,30.5234,50.4501,30.3351,59.9343,"saint petersburg, russia"
2377,"Malinowski, Antoni","Male","born 1955",1955,NA,"Warszawa, Polska","","http://www.tate.org.uk/art/artists/antoni-malinowski-2377",21.0122,52.2297,21.0122,52.2297,NA,NA,NA
13714,"Maljkovic, David","Male","born 1973",1973,NA,"Rijeka, Hrvatska","","http://www.tate.org.uk/art/artists/david-maljkovic-13714",14.4422,45.3271,14.4422,45.3271,NA,NA,NA
1562,"Malthouse, Eric","Male","1914–1997",1914,1997,"Birmingham, United Kingdom","","http://www.tate.org.uk/art/artists/eric-malthouse-1562",-1.8904,52.4862,-1.8904,52.4862,NA,NA,NA
1563,"Man Ray","Male","1890–1976",1890,1976,"Philadelphia, United States","Paris, France","http://www.tate.org.uk/art/artists/man-ray-1563",-75.1652,39.9526,-75.1652,39.9526,2.35222,48.8566,"paris, france"
2233,"Manby, Thomas","Male","c.1660–1690",1660,1690,"","London, United Kingdom","http://www.tate.org.uk/art/artists/thomas-manby-2233",NA,NA,NA,NA,-0.127758,51.5074,"london, uk"
1564,"Mancini, Antonio","Male","1852–1930",1852,1930,"Roma, Italia","Roma, Italia","http://www.tate.org.uk/art/artists/antonio-mancini-1564",12.4964,41.9028,12.4964,41.9028,12.4964,41.9028,"rome, italy"
10069,"Mandel, Mike","Male","born 1950",1950,NA,"Los Angeles, United States","","http://www.tate.org.uk/art/artists/mike-mandel-10069",-118.244,34.0522,-118.244,34.0522,NA,NA,NA
1565,"Mane-Katz","Male","1894–1962",1894,1962,"Kremenchug, Ukrayina","Tel Aviv-Yafo, Yisra'el","http://www.tate.org.uk/art/artists/mane-katz-1565",33.41,49.0658,33.41,49.0658,34.7818,32.0853,"tel aviv-yafo, israel"
1566,"Manessier, Alfred","Male","1911–1993",1911,1993,"Saint-Ouen, France","","http://www.tate.org.uk/art/artists/alfred-manessier-1566",2.33376,48.9119,2.33376,48.9119,NA,NA,NA
1567,"Manet, Edouard","Male","1832–1883",1832,1883,"Paris, France","Paris, France","http://www.tate.org.uk/art/artists/edouard-manet-1567",2.35222,48.8566,2.35222,48.8566,2.35222,48.8566,"paris, france"
7741,"Mangelos","Male","1921–1987",1921,1987,"Šid, Jugoslavija","Zagreb, Hrvatska","http://www.tate.org.uk/art/artists/mangelos-dimitrije-basicevic-7741",19.1288,45.0535,19.1288,45.0535,15.9819,45.815,"zagreb, croatia"
1568,"Mangold, Robert","Male","born 1937",1937,NA,"North Tonawanda, United States","","http://www.tate.org.uk/art/artists/robert-mangold-1568",-78.8642,43.0387,-78.8642,43.0387,NA,NA,NA
6614,"Mangolte, Babette","Female","born 1941",1941,NA,"Jura, France","","http://www.tate.org.uk/art/artists/babette-mangolte-6614",5.67292,46.7625,5.67292,46.7625,NA,NA,NA
1569,"Mann, Harrington","Male","1864–1937",1864,1937,"Glasgow, United Kingdom","New York, United States","http://www.tate.org.uk/art/artists/harrington-mann-1569",-4.25181,55.8642,-4.25181,55.8642,-74.0059,40.7128,"new york, ny, usa"
1570,"Manson, James Bolivar","Male","1879–1945",1879,1945,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/james-bolivar-manson-1570",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
14941,"Mantz, Werner","Male","1901–1983",1901,1983,"Köln, Deutschland","Eijsden, Nederland","http://www.tate.org.uk/art/artists/werner-mantz-14941",6.96028,50.9375,6.96028,50.9375,5.70775,50.7773,"6245 eijsden, netherlands"
13085,"Manuel, Antonio","Male","born 1947",1947,NA,"Aveiro, Portugal","","http://www.tate.org.uk/art/artists/antonio-manuel-13085",-8.74111,40.6578,-8.74111,40.6578,NA,NA,NA
1571,"Manzoni, Piero","Male","1933–1963",1933,1963,"Soncino, Italia","Milano, Italia","http://www.tate.org.uk/art/artists/piero-manzoni-1571",9.87339,45.3998,9.87339,45.3998,9.18592,45.4654,"milan, italy"
1572,"Manzu, Giacomo","Male","1908–1991",1908,1991,"Bergamo, Italia","","http://www.tate.org.uk/art/artists/giacomo-manzu-1572",9.67727,45.6983,9.67727,45.6983,NA,NA,NA
11413,"Mapplethorpe, Robert","Male","1946–1989",1946,1989,"New York, United States","New York, United States","http://www.tate.org.uk/art/artists/robert-mapplethorpe-11413",-74.0059,40.7128,-74.0059,40.7128,-74.0059,40.7128,"new york, ny, usa"
1573,"Mara, Tim","Male","1948–1997",1948,1997,"Dublin, Éire","","http://www.tate.org.uk/art/artists/tim-mara-1573",-6.26031,53.3498,-6.26031,53.3498,NA,NA,NA
1574,"Maraz, Adriana","Female","born 1931",1931,NA,"Ilirska Bistrica, Slovenija","","http://www.tate.org.uk/art/artists/adriana-maraz-1574",14.2419,45.5701,14.2419,45.5701,NA,NA,NA
1575,"Marchand, Jean","Male","1883–1941",1883,1941,"Paris, France","Paris, France","http://www.tate.org.uk/art/artists/jean-marchand-1575",2.35222,48.8566,2.35222,48.8566,2.35222,48.8566,"paris, france"
1576,"Marchant, Paul","Male","born 1948",1948,NA,"","","http://www.tate.org.uk/art/artists/paul-marchant-1576",NA,NA,NA,NA,NA,NA,NA
6852,"Marclay, Christian","Male","born 1955",1955,NA,"San Rafael, United States","","http://www.tate.org.uk/art/artists/christian-marclay-6852",-122.531,37.9735,-122.531,37.9735,NA,NA,NA
1577,"Marcoussis, Louis","Male","1878–1941",1878,1941,"Warszawa, Polska","Cusset, France","http://www.tate.org.uk/art/artists/louis-marcoussis-1577",21.0122,52.2297,21.0122,52.2297,3.4565,46.132,"cusset, france"
1578,"Marden, Brice","Male","born 1938",1938,NA,"Bronxville, United States","","http://www.tate.org.uk/art/artists/brice-marden-1578",-73.8321,40.9382,-73.8321,40.9382,NA,NA,NA
11145,"Marepe","Male","born 1970",1970,NA,"Santo Antônio de Jesus, Brasil","","http://www.tate.org.uk/art/artists/marepe-11145",-39.2617,-12.9699,-39.2617,-12.9699,NA,NA,NA
1579,"Mariani, Carlo Maria","Male","born 1931",1931,NA,"Roma, Italia","","http://www.tate.org.uk/art/artists/carlo-maria-mariani-1579",12.4964,41.9028,12.4964,41.9028,NA,NA,NA
8402,"Mariën, Marcel","Male","1920–1993",1920,1993,"Antwerpen, België","Bruxelles, België","http://www.tate.org.uk/art/artists/marcel-marien-8402",4.40246,51.2194,4.40246,51.2194,4.35171,50.8503,"brussels, belgium"
1580,"Marin, John","Male","1870–1953",1870,1953,"Rutherford, United States","Addison, United States","http://www.tate.org.uk/art/artists/john-marin-1580",-74.1068,40.8265,-74.1068,40.8265,-96.8292,32.9618,"addison, tx, usa"
1581,"Marini, Marino","Male","1901–1980",1901,1980,"Pistoia, Italia","Viareggio, Italia","http://www.tate.org.uk/art/artists/marino-marini-1581",10.9079,43.9303,10.9079,43.9303,10.2513,43.8657,"viareggio lu, italy"
2533,"Marks, Henry Stacy","Male","1829–1898",1829,1898,"London, United Kingdom","","http://www.tate.org.uk/art/artists/henry-stacy-marks-2533",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
1582,"Markson, Helena","Female","born 1934",1934,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/helena-markson-1582",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
368,"Marlow, William","Male","1740–1813",1740,1813,"London, United Kingdom","Twickenham, United Kingdom","http://www.tate.org.uk/art/artists/william-marlow-368",-0.127758,51.5074,-0.127758,51.5074,-0.335246,51.4446,"twickenham, greater london, uk"
2332,"Marquet, Albert","Male","1875–1947",1875,1947,"Bordeaux, France","Paris, France","http://www.tate.org.uk/art/artists/albert-marquet-2332",-0.57918,44.8378,-0.57918,44.8378,2.35222,48.8566,"paris, france"
369,"Marshall, Benjamin","Male","1768–1835",1768,1835,"Leicestershire, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/benjamin-marshall-369",-1.14059,52.7401,-1.14059,52.7401,-0.127758,51.5074,"london, uk"
8806,"Marshall, William","Male","1923–2007",1923,2007,"Cornwall, United Kingdom","Hayle","http://www.tate.org.uk/art/artists/william-marshall-8806",-4.6525,50.5036,-4.6525,50.5036,-5.42091,50.1855,"hayle, cornwall, uk"
370,"Marshall, William Calder","Male","1813–1894",1813,1894,"Edinburgh, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/william-calder-marshall-370",-3.18827,55.9533,-3.18827,55.9533,-0.127758,51.5074,"london, uk"
2515,"Marsingall, A","","19th century",1800,1899,"","","http://www.tate.org.uk/art/artists/a-marsingall-2515",NA,NA,NA,NA,NA,NA,NA
1583,"Martin, Agnes","Female","1912–2004",1912,2004,"Canada","","http://www.tate.org.uk/art/artists/agnes-martin-1583",-106.347,56.1304,-106.347,56.1304,NA,NA,NA
15125,"Martin, Anne","Female","born 1936",1936,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/anne-martin-15125",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
