country,gdp1800,gdp1801,gdp1802,gdp1803,gdp1804,gdp1805,gdp1806,gdp1807,gdp1808,gdp1809,gdp1810,gdp1811,gdp1812,gdp1813,gdp1814,gdp1815,gdp1816,gdp1817,gdp1818,gdp1819,gdp1820,gdp1821,gdp1822,gdp1823,gdp1824,gdp1825,gdp1826,gdp1827,gdp1828,gdp1829,gdp1830,gdp1831,gdp1832,gdp1833,gdp1834,gdp1835,gdp1836,gdp1837,gdp1838,gdp1839,gdp1840,gdp1841,gdp1842,gdp1843,gdp1844,gdp1845,gdp1846,gdp1847,gdp1848,gdp1849,gdp1850,gdp1851,gdp1852,gdp1853,gdp1854,gdp1855,gdp1856,gdp1857,gdp1858,gdp1859,gdp1860,gdp1861,gdp1862,gdp1863,gdp1864,gdp1865,gdp1866,gdp1867,gdp1868,gdp1869,gdp1870,gdp1871,gdp1872,gdp1873,gdp1874,gdp1875,gdp1876,gdp1877,gdp1878,gdp1879,gdp1880,gdp1881,gdp1882,gdp1883,gdp1884,gdp1885,gdp1886,gdp1887,gdp1888,gdp1889,gdp1890,gdp1891,gdp1892,gdp1893,gdp1894,gdp1895,gdp1896,gdp1897,gdp1898,gdp1899,gdp1900,gdp1901,gdp1902,gdp1903,gdp1904,gdp1905,gdp1906,gdp1907,gdp1908,gdp1909,gdp1910,gdp1911,gdp1912,gdp1913,gdp1914,gdp1915,gdp1916,gdp1917,gdp1918,gdp1919,gdp1920,gdp1921,gdp1922,gdp1923,gdp1924,gdp1925,gdp1926,gdp1927,gdp1928,gdp1929,gdp1930,gdp1931,gdp1932,gdp1933,gdp1934,gdp1935,gdp1936,gdp1937,gdp1938,gdp1939,gdp1940,gdp1941,gdp1942,gdp1943,gdp1944,gdp1945,gdp1946,gdp1947,gdp1948,gdp1949,gdp1950,gdp1951,gdp1952,gdp1953,gdp1954,gdp1955,gdp1956,gdp1957,gdp1958,gdp1959,gdp1960,gdp1961,gdp1962,gdp1963,gdp1964,gdp1965,gdp1966,gdp1967,gdp1968,gdp1969,gdp1970,gdp1971,gdp1972,gdp1973,gdp1974,gdp1975,gdp1976,gdp1977,gdp1978,gdp1979,gdp1980,gdp1981,gdp1982,gdp1983,gdp1984,gdp1985,gdp1986,gdp1987,gdp1988,gdp1989,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013
Marshall Islands,567.403,567.672,567.941,568.21,568.479,568.748,569.017,569.286,569.555,569.824,570.093,570.362,570.631,570.9,571.169,571.438,571.707,571.976,572.245,572.514,572.783,573.052,573.321,573.59,573.859,574.128,574.397,574.666,574.935,575.204,575.473,575.742,576.011,576.28,576.549,576.818,577.087,577.356,577.625,577.894,578.163,578.432,578.701,578.97,579.239,579.508,579.777,580.046,580.315,580.584,580.853,581.122,581.391,581.66,581.929,582.198,582.467,582.736,583.005,583.274,583.543,583.812,584.081,584.35,584.619,584.888,585.157,585.426,585.695,585.964,586.233,586.502,586.771,587.04,587.309,587.578,587.847,588.116,588.385,588.654,588.923,589.192,589.461,589.73,589.999,590.268,590.537,590.806,591.075,591.344,591.613,591.882,592.151,592.42,592.689,592.958,593.227,593.496,593.765,594.034,594.303,594.572,594.841,595.11,595.379,595.648,595.917,596.186,596.455,596.724,596.993,597.262,597.531,597.8,626.99,656.179,685.369,714.559,743.749,772.939,802.128,831.318,860.508,889.698,918.887,948.077,977.267,1006.46,1035.65,1064.84,1094.03,1123.22,1152.41,1181.6,1210.79,1239.97,1269.16,1298.35,1327.54,1356.73,1385.92,1415.11,1444.3,1473.49,1502.68,1531.87,1561.06,1590.25,1619.44,1648.63,1677.82,1707.01,1736.2,1765.39,1794.58,1823.77,1852.96,1882.15,1911.34,1940.53,1969.72,1998.91,2028.1,2057.29,2086.48,2115.67,2144.86,2174.05,2203.24,2232.43,2261.62,2290.81,2320,2349.19,2588.49,2484.42,2402,2378.04,2429.64,2395.91,2138.58,2182.68,2151.93,2391.43,2343.61,2177.63,2542.42,2744.42,2872.99,2786.41,2960.27,2890.7,3040.61,3180.09,3332.06,3574.42,3182.63,2960.21,2863.55,2786.64,2945.99,3102.62,3185.19,3193.42,3194.16,3278.92,3338.98,3436.45,3363.98,3307.44,3486.87,3510.27,3609.34,3581.65
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,555.21,557.814,560.429,563.057,565.697,568.35,571.015,573.693,576.383,579.085,581.801,584.529,587.27,590.024,592.79,595.57,598.363,601.168,603.987,606.819,609.665,612.524,615.396,618.282,621.181,624.093,627.02,629.96,632.914,635.882,638.864,641.859,644.869,647.893,650.931,653.983,657.05,660.131,663.226,666.336,669.461,672.6,675.754,678.922,682.106,685.304,688.518,691.746,694.99,698.249,701.523,704.812,708.117,711.438,714.774,718.125,721.493,724.876,728.275,731.69,735.121,738.568,742.031,745.511,749.006,752.518,756.047,759.592,763.154,766.733,770.328,773.94,777.569,781.215,784.878,788.559,792.256,795.971,799.704,803.454,807.221,811.006,814.809,818.63,822.468,826.325,830.2,834.093,838.004,841.933,845.881,849.848,853.833,857.836,862.367,866.922,871.501,876.104,880.731,885.383,890.06,894.761,899.487,904.238,909.014,913.815,918.641,923.494,928.371,933.275,938.204,943.159,948.141,953.149,958.183,963.244,968.332,973.446,978.588,983.757,988.953,994.176,999.427,1004.71,1010.01,1015.35,1020.71,1026.1,1031.52,1036.97,1042.45,1072.32,1102.04,1131.55,1161.78,1192.63,1223.99,1254.8,1284.97,1316.75,1403.49,1621.75,1565.9,1450.38,1857.63,2086.01,2067.29,2107.56,2259.53,2189.9,2378.79,2362.62,2353.3,2169.56,2350.86,2161.64,2292.17,2220.78,2168.58,2222.42,2261.5,2295.24,2196.55,2249.14,2035.43,2040.84,2100.14,2108.24,2128.26,2148.29,2066.5,2061.17,2018.91,2047.11,2071.57,2109.11,2181.33,2199.49,2217.29,2240.53,2285.07,2316.32,2341.69,2401.67,2454.21,2507.76,2721.74,2678.53,2702.89,2605.08,2671.84,2710.43,2831.42,2949.12
Mauritius,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,989.449,994.088,998.75,1003.43,1008.14,1012.87,1017.61,1022.39,1027.18,1032,1036.84,1041.7,1046.58,1051.49,1056.42,1061.37,1066.35,1071.35,1076.38,1081.42,1086.49,1091.59,1096.71,1101.85,1107.02,1112.21,1117.42,1122.66,1127.93,1133.21,1138.53,1143.87,1149.23,1154.62,1160.03,1165.47,1170.94,1176.43,1181.95,1187.49,1193.06,1198.65,1204.27,1209.92,1215.59,1221.29,1227.02,1232.77,1238.55,1244.36,1250.19,1256.06,1261.95,1267.86,1273.81,1279.78,1285.78,1291.81,1297.87,1303.96,1310.07,1316.21,1322.39,1328.59,1334.82,1341.07,1347.36,1353.68,1360.03,1366.41,1372.81,1379.25,1385.72,1392.22,1398.74,1405.3,1411.89,1418.51,1425.16,1431.85,1438.56,1445.31,1452.08,1458.89,1465.73,1472.61,1479.51,1486.45,1493.42,1500.42,1507.46,1514.53,1521.63,1528.76,1547.48,1566.42,1585.59,1605,1624.64,1644.53,1664.66,1685.03,1705.66,1726.54,1747.67,1769.06,1790.72,1812.63,1834.82,1857.28,1880.01,1903.02,1926.32,1949.9,1973.76,1997.92,2022.38,2047.13,2072.19,2097.55,2123.23,2149.22,2175.52,2202.15,2229.11,2256.39,2284.01,2311.96,2340.26,2368.91,2397.9,2446.52,2435.17,2437,2491.5,2491.1,2498.17,2516.94,2513.42,2585.94,2674.43,3196.42,3129.5,3495.33,3161.85,3180.17,2993.32,3063.08,2799.8,2894.9,2836.72,2934.91,3186.94,3544.24,3871.94,3822.64,4383.19,4592.02,4683.87,4760.55,4205.65,4382.53,4563.62,4534.74,4701.66,4982.3,5427.38,5919.27,6264.04,6476.59,6865.07,7228.54,7496.56,7917.3,8188.22,8394.49,8747.06,9188.66,9657.2,10084.7,10259.3,10891.2,11163.7,11835.5,12289.8,12565.9,13034.1,13667.2,14375.8,14705,15241.5,15756,16188,16601.3
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,1431.93,1435.38,1438.85,1442.32,1445.8,1449.29,1452.79,1456.29,1459.8,1463.33,1466.86,1470.4,1473.94,1477.5,1481.07,1484.64,1488.22,1491.81,1495.41,1499.02,1502.64,1499.07,1495.51,1491.96,1488.42,1484.89,1481.37,1477.85,1474.34,1470.85,1467.35,1463.87,1460.4,1456.93,1453.47,1450.03,1446.58,1443.15,1439.73,1436.31,1432.9,1429.5,1426.11,1422.72,1419.35,1415.98,1412.62,1409.27,1405.92,1402.58,1399.26,1395.93,1392.62,1389.32,1386.02,1382.73,1379.45,1376.18,1372.91,1369.65,1366.4,1363.16,1359.92,1356.7,1353.48,1350.26,1347.06,1343.86,1340.67,1337.49,1334.32,1361.65,1389.55,1418.01,1447.06,1476.7,1506.95,1537.82,1569.33,1601.48,1634.28,1667.76,1701.93,1736.79,1772.37,1808.68,1845.73,1883.54,1922.13,1961.5,2001.68,2047.46,2094.28,2142.17,2191.16,2241.27,2277.07,2395.68,2498.12,2339.81,2323.1,2497.44,2292.29,2524.13,2540.99,2777.33,2715.77,2845.76,2810.41,2862.47,2856.83,2742.3,2719.47,2555.48,2559.89,2522.5,2716.96,2833.28,2943.7,3061.08,3255.63,3243.97,3267.32,3326.86,3219.57,3367.19,3514.99,3303.79,3271.09,3091.9,2848.19,2893.2,2411.5,2642.14,2774.64,2932.8,3116.13,3165.26,3161.79,3277.01,3265.75,3493.75,3593.57,3627.6,3823.86,3838.56,3985.12,4012.63,4067.41,4178.28,4476.52,4684.9,4727.06,4594.59,4912.51,5178.82,5373.44,5615.11,5740.99,5735.95,6024.93,6132.22,6226.79,6528.86,7085.71,7318.62,7590.3,7821.16,8204.29,8456.8,8767.35,8816.26,9254.55,9690.71,9951.42,10219,10370.8,10430.9,11085.9,11871.4,12666.1,13441.6,13062.3,12317.5,12472.6,12483.2,11842.2,11807.9,11726.5,11980.7,12372.3,12660.8,12873.8,12887.5,13228.8,12169.9,12605.1,13274.6,13738.7,14078.5,14806.5,14627.9,14599.9,14648.5,15111.2,15380.7,15955.2,16206.3,16133.6,14922.7,15480.7,15886.7,16314.7,16301.4
"Micronesia, Fed. Sts.",545,545.265,545.531,545.796,546.062,546.327,546.593,546.858,547.124,547.389,547.655,547.92,548.186,548.451,548.717,548.982,549.248,549.513,549.779,550.044,550.31,550.575,550.841,551.106,551.372,551.637,551.903,552.168,552.434,552.699,552.965,553.23,553.496,553.761,554.027,554.292,554.557,554.823,555.088,555.354,555.619,555.885,556.15,556.416,556.681,556.947,557.212,557.478,557.743,558.009,558.274,558.54,558.805,559.071,559.336,559.602,559.867,560.133,560.398,560.664,560.929,561.195,561.46,561.726,561.991,562.257,562.522,562.788,563.053,563.319,563.584,563.85,564.115,564.38,564.646,564.911,565.177,565.442,565.708,565.973,566.239,566.504,566.77,567.035,567.301,567.566,567.832,568.097,568.363,568.628,568.894,569.159,569.425,569.69,569.956,570.221,570.487,570.752,571.018,571.283,571.549,571.814,572.08,572.345,572.611,572.876,573.142,573.407,573.673,573.938,574.204,574.469,574.734,575,595.637,616.274,636.911,657.547,678.184,698.821,719.458,740.095,760.732,781.369,802.006,822.643,843.279,863.916,884.553,905.19,925.827,946.464,967.101,987.738,1008.37,1029.01,1049.65,1070.29,1090.92,1111.56,1132.2,1152.83,1173.47,1194.11,1214.74,1235.38,1256.02,1276.65,1297.29,1317.93,1338.56,1359.2,1379.84,1400.48,1421.11,1441.75,1462.39,1483.02,1503.66,1524.3,1544.93,1565.57,1586.21,1606.84,1627.48,1648.12,1668.75,1689.39,1710.03,1730.67,1751.3,1772.42,1785.52,2392.21,2750.63,2723.51,2680.54,2674.08,2737.43,2702.92,2425.63,2573.37,2424.42,2397.4,2233.77,2532.85,2667.05,2659.04,2758.31,2715.78,2763.05,2894.1,2932.57,3094.25,3016.19,3184.85,3063.36,2873.2,2965.5,3018.47,3167.32,3230.47,3255.53,3320.16,3220.14,3301.39,3311.96,3261.93,3196.65,3243.39,3337.15,3412,3421.2,3448.45
Moldova,653.604,653.607,653.611,653.615,653.619,653.623,653.627,653.631,653.635,653.639,653.643,653.647,653.651,653.655,653.659,653.663,653.667,653.671,653.675,653.679,653.683,657.141,660.617,664.112,667.626,671.158,674.709,678.278,681.867,685.474,689.1,692.746,696.411,700.095,703.799,707.523,711.266,715.029,718.812,722.614,726.437,730.281,734.144,738.028,741.933,745.858,749.804,753.771,757.758,761.767,765.797,769.849,773.922,778.016,782.132,786.27,790.43,794.612,798.815,803.042,807.29,811.561,815.855,820.171,824.51,828.872,833.257,837.665,842.097,846.552,851.031,855.533,860.059,864.609,869.184,873.782,878.405,883.052,887.724,892.42,897.141,901.888,906.659,911.456,916.278,921.125,884.634,1033.33,992.995,922.377,917.63,839.659,918.254,1039.53,1180.69,1091.44,1200.85,1179.53,1209.65,1282.28,1253.43,1283.37,1393.15,1295.68,1431.37,1265.62,1208.37,1159.92,1265.42,1312.44,1398.98,1291.17,1393.61,1462.52,1395.14,1434.37,1273.94,1117.42,683.356,588.531,590.302,539.757,625.897,720.164,911.421,1137.8,1276.19,1328.03,1395.12,1409.89,1472.01,1483.8,1459.39,1512.71,1649.83,1884.43,2010.52,2175.07,2166.7,2252.12,2156.1,2113.44,2071.64,2030.65,1990.48,1951.11,1912.51,2122.77,2395.81,2614.02,2828.5,2790.17,2917.2,2989.55,3079.19,3280.67,3528.07,3533.77,3728.85,3618.47,3886.87,4037.11,4078.86,3926.14,4373.12,4564.99,4732.52,4889.42,5124.82,5147.87,5492.4,5583.27,5559.28,5969.46,6087.82,6050.84,6279.83,6373.64,6480.15,6398.73,6357.84,6366.89,6472.93,6626.59,6652.03,6655.35,6871.75,6905,6999.04,7071.92,6859.46,5621,3972.51,3914.59,2702.87,2667.19,2514.93,2560.21,2397.01,2317.49,2366.9,2510.76,2704.78,2871.97,3079.65,3303.96,3472.17,3585.07,3873.79,3646.67,3909.54,4179.21,4149.6,4516.96
Moco,2050,2052.5,2055,2057.5,2060,2062.5,2065,2067.5,2070,2072.5,2075,2077.5,2080,2082.5,2085,2087.5,2090,2092.5,2095,2097.5,2100,2143.01,2186.02,2229.03,2272.04,2315.05,2358.06,2401.08,2444.09,2487.1,2530.11,2573.12,2616.13,2659.14,2702.15,2745.16,2788.17,2831.18,2874.19,2917.2,2960.22,3003.23,3046.24,3089.25,3132.26,3175.27,3218.28,3261.29,3304.3,3347.31,3390.32,3433.33,3476.34,3519.35,3562.37,3605.38,3648.39,3691.4,3734.41,3777.42,3820.43,3863.44,3906.45,3949.46,3992.47,4035.48,4078.49,4121.51,4164.52,4207.53,4250.54,4293.55,4336.56,4379.57,4422.58,4465.59,4508.6,4551.61,4594.62,4637.63,4680.65,4723.66,4766.67,4809.68,4852.69,4895.7,4938.71,4981.72,5024.73,5067.74,5110.75,5153.76,5196.77,5239.78,5282.8,5325.81,5368.82,5411.83,5454.84,5497.85,5540.86,5583.87,5626.88,5669.89,5712.9,5755.91,5798.92,5841.94,5884.95,5927.96,5970.97,6013.98,6056.99,6100,6240.3,6380.6,6520.91,6661.21,6801.51,6941.81,7082.11,7222.41,7362.72,7503.02,7643.32,7783.62,7923.92,8064.22,8204.53,8344.83,8485.13,8625.43,8765.73,8906.04,9046.34,9186.64,9326.94,9467.24,9607.54,9747.85,9888.15,10028.4,10168.8,10309.1,10449.4,10589.7,10730,10870.3,11010.6,11150.9,11291.2,12055.3,12819.4,13583.5,14347.7,15111.8,15875.9,16640,17404.2,18168.3,18932.4,19696.5,20460.7,21224.8,21988.9,22753,23517.2,24281.3,25045.4,25809.5,26573.6,27745.5,28793.6,30447.2,31577.6,31074.8,32280.5,33274.2,34449.3,35523.7,35965.2,36118.3,36800.6,37030.9,37368.2,37798.1,38507.2,39248.5,40828.2,42296.7,43172.8,43365.2,43703.4,43063.5,43791.3,44514,44835.6,45690.4,47144,48522.9,50200.1,50854.8,51060.5,51274.8,52196.1,52760.9,54635.9,60929.6,59857.1,53735.1,54145.8,58081.3,58081.3,57885.9
Mongolia,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,623.24,624.3,625.36,626.42,627.48,628.54,629.6,630.66,631.72,632.781,633.841,634.901,635.961,637.021,638.081,639.141,640.201,641.261,642.321,643.381,644.441,645.502,646.562,647.622,648.682,649.742,650.802,651.862,652.922,653.982,655.042,656.102,657.162,658.223,659.283,660.343,661.403,662.463,663.523,664.583,665.643,666.703,667.763,668.823,669.883,670.944,672.004,673.064,674.124,675.184,676.244,677.304,678.364,679.424,680.484,681.544,682.604,683.665,684.725,685.785,686.845,687.905,688.965,690.025,691.085,692.145,693.205,694.265,695.325,696.386,697.446,698.506,699.566,700.626,701.686,702.746,703.806,704.866,705.926,706.986,708.047,709.107,710.167,711.227,712.287,713.347,714.407,715.467,716.527,717.587,718.647,719.707,720.768,721.828,722.888,723.948,725.008,726.068,727.128,728.188,729.248,730.308,731.368,732.428,733.489,734.549,735.609,736.669,737.729,738.789,739.849,740.909,741.969,743.029,744.089,745.149,746.21,747.27,748.33,749.39,750.45,751.51,752.57,753.63,754.69,755.75,756.81,757.87,758.931,759.991,761.051,782.052,807.709,831.256,856.958,882.159,908.327,937.195,964.48,993.787,1023.46,1053.85,1084.75,1118.68,1151.94,1186.39,1221.03,1259,1296.45,1334.53,1375.75,1399.3,1406.74,1486.16,1505.7,1548.99,1563.13,1672.59,1701.2,1729.41,1948.56,1724.64,1998.73,2240.3,2496.02,2434.14,2554.86,2706.97,2788.09,2713.36,3836.36,2740.77,2560.63,2082.28,2228.76,2882.91,2647.26,2729.68,2562.25,2631.27,2892.16,3115.19,3328.03,3601.66,4164.66,4829.34,5840.35,6385.24,6354.65,5894.08,6765.51,7494.95,8266.13,9046.17
Montenegro,1092.11,1093.16,1094.21,1095.25,1096.3,1097.35,1098.4,1099.44,1100.49,1101.54,1102.59,1103.63,1104.68,1105.73,1106.78,1107.82,1108.87,1109.92,1110.97,1112.01,1113.06,1123.15,1133.25,1143.34,1153.43,1163.53,1173.62,1183.71,1193.8,1203.9,1213.99,1224.08,1234.17,1244.27,1254.36,1264.45,1274.54,1284.64,1294.73,1304.82,1314.91,1325.01,1335.1,1345.19,1355.28,1365.38,1375.47,1385.56,1395.66,1405.75,1415.84,1421.35,1426.86,1432.37,1437.88,1443.39,1448.9,1454.41,1459.92,1465.43,1470.94,1476.45,1481.96,1487.46,1492.97,1498.48,1503.99,1509.5,1515.01,1520.52,1526.03,1557.12,1588.2,1619.28,1650.37,1681.45,1712.54,1743.62,1774.71,1805.79,1836.87,1867.96,1899.04,1930.13,1961.21,1992.3,2023.38,2054.47,2085.55,2116.63,2147.72,2162.74,2177.76,2192.79,2207.81,2222.84,2237.86,2252.88,2267.91,2282.93,2297.95,2337.42,2376.89,2416.36,2455.82,2495.29,2534.76,2574.23,2613.69,2653.16,2692.63,2692.65,2692.68,2692.7,2683.34,2673.98,2664.62,2655.26,2645.9,2636.54,2627.18,2653.09,2692.15,2792.22,2950.43,3051.68,3218.56,3121.46,3348.17,3475.36,3358.91,3211.96,2873.04,2921.72,2988.94,2903.53,3235.66,3244.26,3455.68,3596.65,3565.98,3535.31,3504.64,3473.97,3443.3,3412.63,3381.96,3351.29,3944.87,4275.82,3951.29,4053.63,3689.91,4185.07,4361.38,4578.88,4437.43,5131.92,5298.86,5894.51,6208.61,6423.88,6480.08,7085.52,7691.74,7822.64,8165.22,8233.7,8336.88,9196.41,9565.03,10574.7,10840.7,11108.9,12430.7,12321.4,12583.1,13373.7,13989.5,14823.5,15446.9,15627.5,15640.8,15686.9,15996.2,16041.1,16614.6,16351.5,16050.4,15777.7,14571.9,12885.9,9760.47,6123.06,6129.73,6894.98,8632.14,9011.05,9250.56,8380.44,8620.92,8796.71,9138.68,9605.72,10278.4,10916.8,11837.3,12821.3,13671.7,12838.2,13095.4,14069,13684.3,14115.8
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,921.584,923.167,924.751,926.334,927.918,929.501,931.085,932.669,934.252,935.836,937.419,939.003,940.587,942.17,943.754,945.337,946.921,948.504,950.088,951.672,953.255,954.839,956.422,958.006,959.59,961.173,962.757,964.34,965.924,967.507,969.091,970.675,972.258,973.842,975.425,977.009,978.593,980.176,981.76,983.343,984.927,986.51,988.094,989.678,991.261,992.845,994.428,996.012,997.596,999.179,1000.76,1002.35,1003.93,1005.51,1007.1,1008.68,1010.26,1011.85,1013.43,1015.01,1016.6,1018.18,1019.77,1021.35,1022.93,1024.52,1026.1,1027.68,1029.27,1030.85,1032.43,1034.02,1035.6,1037.19,1038.77,1040.35,1041.94,1043.52,1045.1,1046.69,1048.27,1049.85,1051.44,1053.02,1054.6,1056.19,1057.77,1059.36,1060.94,1062.52,1064.11,1065.69,1067.27,1097.54,1127.8,1158.06,1188.32,1218.59,1248.85,1279.11,1309.37,1339.64,1369.9,1400.16,1430.42,1460.69,1490.95,1521.21,1551.47,1581.73,1612,1642.26,1672.52,1702.78,1733.05,1763.31,1793.57,1823.83,1854.1,1884.36,1914.62,1944.88,1975.15,2005.41,2035.67,2065.93,2096.2,2126.46,2156.72,2186.98,2190.98,2193.61,2206.7,2218.42,2228.76,2180.91,2133.58,2087.17,2041.3,1996.65,2015.79,2035.28,2054.79,2074.5,2094.75,2157.95,2223.29,2290.31,2358.68,2428.72,2501.29,2508.05,2546.01,2630.98,2751.41,2994.1,3080.33,3108.87,3188.65,3414.38,3259.95,3511.72,3400.25,3450.11,3571.93,3754.69,3579.85,3851.16,3846.61,3900.86,4119.15,3929.82,3825.45,4196.65,3870.19,4325.38,4177.18,4448.27,4413.68,4429.57,4710.23,4814.75,5067.26,5258.79,5363.43,5725.24,5825.4,6091.35,6313.48,6465.69,6697.6,6807.23,7044.71
Mozambique,410.99,411.174,411.357,411.541,411.725,411.908,412.092,412.276,412.459,412.643,412.827,413.01,413.194,413.378,413.561,413.745,413.929,414.113,414.296,414.48,414.664,414.847,415.031,415.215,415.398,415.582,415.766,415.949,416.133,416.317,416.5,416.684,416.868,417.051,417.235,417.419,417.602,417.786,417.97,418.153,418.337,418.521,418.704,418.888,419.072,419.255,419.439,419.623,419.806,419.99,420.174,420.358,420.541,420.725,420.909,421.092,421.276,421.46,421.643,421.827,422.011,422.194,422.378,422.562,422.745,422.929,423.113,423.296,423.48,423.664,423.847,424.031,424.215,424.398,424.582,424.766,424.949,425.133,425.317,425.5,425.684,425.868,426.052,426.235,426.419,426.603,426.786,426.97,427.154,427.337,427.521,427.705,427.888,428.072,428.256,428.439,428.623,428.807,428.99,429.174,429.358,429.541,429.725,429.909,430.092,430.276,430.46,430.643,430.827,431.011,431.194,431.378,431.562,431.746,431.929,432.113,432.297,432.48,432.664,432.848,433.031,433.215,433.399,433.582,433.766,433.95,434.133,434.317,434.501,434.684,434.868,435.052,435.235,435.419,435.603,435.786,435.97,436.154,436.337,436.521,436.705,436.888,437.072,437.256,437.44,437.623,437.807,437.991,438.174,438.358,438.542,447.067,455.832,463.939,466.86,487.052,480.636,482.16,495.381,511.8,513.57,517.48,541.604,511.217,522.095,522.695,527.778,551.316,599.212,655.064,674.342,702.579,705.277,724.675,651.55,543.087,500.893,488.71,477.864,469.978,472.224,470.701,449.688,411.391,395.582,356.102,359.161,379.313,412.981,431.123,431.227,443.097,399.764,418.536,417.104,408.493,424.116,459.548,505.252,531.016,528.102,584.879,616.451,653.573,691.171,722.869,770.226,810.112,848.481,884.533,928.627,977.079,1021.67,1068
Myanmar,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1138.32,1150.39,1162.59,1174.92,1187.38,1199.97,1212.7,1225.56,1238.56,1251.69,1264.97,1278.38,1291.94,1305.64,1319.48,1333.48,1347.62,1361.91,1376.35,1390.95,1405.7,1420.61,1435.67,1450.9,1466.28,1481.83,1497.55,1513.43,1529.48,1545.7,1562.09,1578.66,1513.64,1451.3,1391.53,1334.22,1279.27,1296.9,1314.78,1332.9,1351.27,1369.89,1458.67,1547.46,1644.66,1747.97,1857.77,1804.35,1752.46,1702.06,1653.11,1605.57,1649.5,1694.64,1741.01,1788.64,1837.58,1876.04,1915.3,1955.39,1996.31,2038.09,2008.26,1978.87,1949.9,1921.36,1893.24,1778.46,1670.63,1586.11,1505.88,1429.7,1206.07,1017.41,858.27,860.529,867.063,873.647,880.281,886.965,893.7,1008.3,1014.79,1025.61,947.164,1053.88,1105.91,1152.39,1102.7,1252.77,1272.84,1281.65,1369.42,1383.58,1383.28,1392.9,1310.49,1322.48,1383.19,1413.22,1449.09,1467.84,1450.31,1417.82,1464.6,1498.41,1561.99,1627.01,1707.31,1757.94,1870.55,1940.68,2007.94,2055.01,2114.64,2134.53,2074.76,1958.38,1710.14,1749.25,1774.63,1740.97,1783.71,1808.69,1839.37,1867.89,1894.81,1918.92,1943.79,1997.68,2069.21,2129.38,2195.67,2275.5,2350.6,2338.84,2592.56,2846.23,2890.55,2979.34,3076.73,3180.78,3346.05,3526.48
gorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
